"t_num","t_dir","r_num","r_dir","R_pt_ct","NR_pt_ct","kadmon_index_top","kadmon_index_bottom","kadmon_index"
41,"N",5,"E",1,0,-1,0.999525504125125,-1.00047472112809
41,"N",4,"E",4,0,-4,1.9962013261055,-2.0038059025859
41,"N",3,"E",2,0,-2,1.41287116666253,-1.4155572335193
41,"N",1,"E",6,0,-6,2.44250781007493,-2.45649163341506
41,"N",2,"E",1,0,-1,0.999525504125125,-1.00047472112809
41,"N",17,"W",0,0,0,0,NA
41,"N",14,"E",0,0,0,0,NA
41,"N",16,"E",0,0,0,0,NA
41,"N",15,"E",0,0,0,0,NA
40,"N",18,"W",0,0,0,0,NA
40,"N",17,"W",4,0,-4,1.9962013261055,-2.0038059025859
40,"N",16,"W",0,0,0,0,NA
40,"N",15,"W",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",14,"W",3,0,-3,1.7295840831163,-1.73452105005193
41,"N",17,"E",0,0,0,0,NA
40,"N",13,"W",1,0,-1,0.999525504125125,-1.00047472112809
40,"N",12,"W",1,0,-1,0.999525504125125,-1.00047472112809
41,"N",17,"E",0,0,0,0,NA
40,"N",11,"W",0,0,0,0,NA
40,"N",10,"W",1,0,-1,0.999525504125125,-1.00047472112809
40,"N",17,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",16,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",9,"W",1,3,2,0.999525504125125,2.00094944225618
40,"N",15,"E",4,0,-4,1.9962013261055,-2.0038059025859
40,"N",8,"W",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",14,"E",4,0,-4,1.9962013261055,-2.0038059025859
40,"N",7,"W",1,0,-1,0.999525504125125,-1.00047472112809
40,"N",13,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",6,"W",4,0,-4,1.9962013261055,-2.0038059025859
40,"N",12,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",5,"W",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",11,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",10,"E",0,0,0,0,NA
40,"N",4,"W",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",9,"E",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",8,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",3,"W",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",2,"W",4,0,-4,1.9962013261055,-2.0038059025859
40,"N",7,"E",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",1,"W",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",6,"E",2,0,-2,1.41287116666253,-1.4155572335193
40,"N",1,"E",3,1,-2,1.7295840831163,-1.15634736670129
40,"N",5,"E",4,0,-4,1.9962013261055,-2.0038059025859
40,"N",3,"E",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",2,"E",1,0,-1,0.999525504125125,-1.00047472112809
40,"N",4,"E",3,0,-3,1.7295840831163,-1.73452105005193
40,"N",18,"E",1,0,-1,0.999525504125125,-1.00047472112809
40,"N",19,"W",0,0,0,0,NA
40,"N",19,"E",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",19,"W",3,0,-3,1.7295840831163,-1.73452105005193
39,"N",18,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",17,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",16,"W",0,0,0,0,NA
39,"N",15,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",14,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",13,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",12,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",11,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",10,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",9,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",8,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",18,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",16,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",19,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",17,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",7,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",15,"E",5,0,-5,2.23075790594018,-2.24139068909528
39,"N",6,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",10,"E",4,0,-4,1.9962013261055,-2.0038059025859
39,"N",14,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",9,"E",3,0,-3,1.7295840831163,-1.73452105005193
39,"N",5,"W",5,0,-5,2.23075790594018,-2.24139068909528
39,"N",13,"E",3,0,-3,1.7295840831163,-1.73452105005193
39,"N",11,"E",3,0,-3,1.7295840831163,-1.73452105005193
39,"N",4,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",12,"E",0,0,0,0,NA
39,"N",3,"W",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",8,"E",4,0,-4,1.9962013261055,-2.0038059025859
39,"N",7,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",6,"E",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",2,"W",3,0,-3,1.7295840831163,-1.73452105005193
39,"N",5,"E",3,0,-3,1.7295840831163,-1.73452105005193
39,"N",4,"E",1,0,-1,0.999525504125125,-1.00047472112809
39,"N",3,"E",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",1,"W",2,0,-2,1.41287116666253,-1.4155572335193
39,"N",2,"E",0,0,0,0,NA
39,"N",1,"E",2,1,-1,1.41287116666253,-0.707778616759651
38,"N",19,"W",0,0,0,0,NA
38,"N",18,"W",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",17,"W",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",16,"W",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",15,"W",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",20,"W",0,0,0,0,NA
38,"N",14,"W",3,0,-3,1.7295840831163,-1.73452105005193
38,"N",13,"W",3,0,-3,1.7295840831163,-1.73452105005193
38,"N",12,"W",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",11,"W",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",10,"W",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",9,"W",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",8,"W",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",9,"E",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",17,"E",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",16,"E",0,0,0,0,NA
38,"N",7,"W",4,0,-4,1.9962013261055,-2.0038059025859
38,"N",19,"E",0,0,0,0,NA
38,"N",18,"E",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",10,"E",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",8,"E",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",15,"E",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",7,"E",0,0,0,0,NA
38,"N",6,"E",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",6,"W",4,0,-4,1.9962013261055,-2.0038059025859
38,"N",4,"E",4,0,-4,1.9962013261055,-2.0038059025859
38,"N",5,"E",5,0,-5,2.23075790594018,-2.24139068909528
38,"N",3,"E",4,0,-4,1.9962013261055,-2.0038059025859
38,"N",2,"E",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",14,"E",3,0,-3,1.7295840831163,-1.73452105005193
38,"N",5,"W",0,0,0,0,NA
38,"N",11,"E",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",1,"E",0,0,0,0,NA
38,"N",13,"E",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",4,"W",4,0,-4,1.9962013261055,-2.0038059025859
38,"N",3,"W",0,0,0,0,NA
38,"N",12,"E",1,0,-1,0.999525504125125,-1.00047472112809
38,"N",2,"W",2,0,-2,1.41287116666253,-1.4155572335193
38,"N",1,"W",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",20,"W",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",19,"W",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",18,"W",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",17,"W",1,0,-1,0.999525504125125,-1.00047472112809
37,"N",16,"W",3,0,-3,1.7295840831163,-1.73452105005193
37,"N",15,"W",5,0,-5,2.23075790594018,-2.24139068909528
37,"N",14,"W",0,0,0,0,NA
37,"N",13,"W",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",12,"W",2,0,-2,1.41287116666253,-1.4155572335193
37,"N",11,"W",1,0,-1,0.999525504125125,-1.00047472112809
37,"N",10,"W",1,0,-1,0.999525504125125,-1.00047472112809
37,"N",8,"E",2,1,-1,1.41287116666253,-0.707778616759651
37,"N",9,"W",1,0,-1,0.999525504125125,-1.00047472112809
