"OBJECTID","collected_specimens","CollectedBy"
9,5,"Davidson, Donald W."
21,1,"Davidson, Donald W."
28,6,"Davidson, Donald W."
35,49,"Davidson, Donald W."
41,1,"Davidson, Donald W."
42,29,"Davidson, Donald W."
53,1,"Davidson, Donald W."
54,35,"Davidson, Donald W."
72,2,"Davidson, Donald W."
89,3,"Davidson, Donald W."
90,1,"Davidson, Donald W."
92,1,"Davidson, Donald W."
100,4,"Davidson, Donald W."
119,1,"Davidson, Donald W."
383,23,"Davidson, Donald W."
512,4,"Davidson, Donald W."
