OID,catalogNumber,N_latitude,W_longitude,N_latitude_D,W_longitude_D,DDLat,DDLon,TWP,RNG,DIR_ALPHA
676,SUWS012201,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
677,SUWS012202,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
678,SUWS012204,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
679,SUWS012205,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
680,SUWS012208,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
681,SUWS012212,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
682,SUWS012213,46.668030 N, 92.103740 W,46.66803,-92.10374,46.66803,-92.10374,48,14,W
683,SUWS012214,46.291090 N, 91.279600 W,46.29109,-91.2796,46.29109,-91.2796,44,7,W
684,SUWS012215,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
685,SUWS012217,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
686,SUWS012218,46.336950 N, 91.295970 W,46.33695,-91.29597,46.33695,-91.29597,45,7,W
687,SUWS012221,46.277800 N, 91.278910 W,46.2778,-91.27891,46.2778,-91.27891,44,7,W
688,SUWS012223,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
689,SUWS012224,45.125470 N, 92.671950 W,45.12547,-92.67195,45.12547,-92.67195,31,19,W
690,SUWS012226,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
691,SUWS012227,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
692,SUWS012245,46.739200 N, 92.088860 W,46.7392,-92.08886,46.7392,-92.08886,49,14,W
693,SUWS012247,45.766880 N, 92.384590 W,45.76688,-92.38459,45.76688,-92.38459,38,16,W
694,SUWS012248,46.345410 N, 91.195400 W,46.34541,-91.1954,46.34541,-91.1954,45,7,W
695,SUWS012249,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
696,SUWS012250,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
697,SUWS012253,46.272090 N, 91.289280 W,46.27209,-91.28928,46.27209,-91.28928,44,7,W
698,SUWS012254,43.838540 N, 90.166090 W,43.83854,-90.16609,43.83854,-90.16609,16,3,E
699,SUWS012255,46.367450 N, 91.108250 W,46.36745,-91.10825,46.36745,-91.10825,45,6,W
700,SUWS012258,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
701,SUWS012261,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
702,SUWS012264,46.338610 N, 91.323600 W,46.33861,-91.3236,46.33861,-91.3236,45,8,W
703,SUWS012265,46.270360 N, 91.317940 W,46.27036,-91.31794,46.27036,-91.31794,44,8,W
704,SUWS012266,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
705,SUWS012271,46.270360 N, 91.317940 W,46.27036,-91.31794,46.27036,-91.31794,44,8,W
706,SUWS012274,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
707,SUWS012275,46.222490 N, 91.292130 W,46.22249,-91.29213,46.22249,-91.29213,43,7,W
708,SUWS012279,46.336890 N, 91.278410 W,46.33689,-91.27841,46.33689,-91.27841,45,7,W
709,SUWS012281,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
710,SUWS012282,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
711,SUWS012284,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
712,SUWS012285,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
713,SUWS012286,46.334520 N, 91.284770 W,46.33452,-91.28477,46.33452,-91.28477,45,7,W
714,SUWS012287,44.826340 N, 91.491060 W,44.82634,-91.49106,44.82634,-91.49106,27,9,W
715,SUWS012288,46.338480 N, 91.320480 W,46.33848,-91.32048,46.33848,-91.32048,45,8,W
716,SUWS012292,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
717,SUWS012294,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
718,SUWS012295,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
719,SUWS012296,46.291090 N, 91.279600 W,46.29109,-91.2796,46.29109,-91.2796,44,7,W
720,SUWS012297,46.341800 N, 91.312680 W,46.3418,-91.31268,46.3418,-91.31268,45,8,W
721,SUWS012302,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
722,SUWS012303,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
723,SUWS012304,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
724,SUWS012316,46.718550 N, 92.145470 W,46.71855,-92.14547,46.71855,-92.14547,49,14,W
725,SUWS012319,46.718000 N, 92.055750 W,46.718,-92.05575,46.718,-92.05575,49,13,W
726,SUWS012323,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
727,SUWS012324,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
728,SUWS012325,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
729,SUWS012326,46.338550 N, 91.182440 W,46.33855,-91.18244,46.33855,-91.18244,45,7,W
730,SUWS012330,46.286410 N, 91.227050 W,46.28641,-91.22705,46.28641,-91.22705,44,7,W
731,SUWS012331,46.235550 N, 91.279940 W,46.23555,-91.27994,46.23555,-91.27994,43,7,W
732,SUWS012336,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
733,SUWS012337,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
734,SUWS012338,46.343930 N, 91.261140 W,46.34393,-91.26114,46.34393,-91.26114,45,7,W
735,SUWS012339,46.343930 N, 91.261140 W,46.34393,-91.26114,46.34393,-91.26114,45,7,W
736,SUWS012340,46.429910 N, 91.337330 W,46.42991,-91.33733,46.42991,-91.33733,46,8,W
737,SUWS012341,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
738,SUWS012342,46.343930 N, 91.261140 W,46.34393,-91.26114,46.34393,-91.26114,45,7,W
739,SUWS012346,46.724590 N, 92.091960 W,46.72459,-92.09196,46.72459,-92.09196,49,14,W
740,SUWS012347,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
741,SUWS012348,46.271200 N, 91.349350 W,46.2712,-91.34935,46.2712,-91.34935,44,8,W
742,SUWS012349,46.341800 N, 91.347660 W,46.3418,-91.34766,46.3418,-91.34766,45,8,W
743,SUWS012352,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
744,SUWS012353,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
745,SUWS012357,46.491330 N, 92.199720 W,46.49133,-92.19972,46.49133,-92.19972,46,15,W
746,SUWS012358,46.705450 N, 92.104040 W,46.70545,-92.10404,46.70545,-92.10404,49,14,W
747,SUWS012363,46.277800 N, 91.278910 W,46.2778,-91.27891,46.2778,-91.27891,44,7,W
748,SUWS012364,46.286410 N, 91.227050 W,46.28641,-91.22705,46.28641,-91.22705,44,7,W
749,SUWS012365,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
750,SUWS012366,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
751,SUWS012368,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
752,SUWS012369,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
753,SUWS012370,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
754,SUWS012371,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
755,SUWS012372,46.235550 N, 91.279940 W,46.23555,-91.27994,46.23555,-91.27994,43,7,W
756,SUWS012373,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
757,SUWS012382,46.336880 N, 91.320880 W,46.33688,-91.32088,46.33688,-91.32088,45,8,W
758,SUWS012383,43.838540 N, 90.166090 W,43.83854,-90.16609,43.83854,-90.16609,16,3,E
759,SUWS012389,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
760,SUWS012391,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
761,SUWS012392,46.300070 N, 91.322400 W,46.30007,-91.3224,46.30007,-91.3224,44,8,W
762,SUWS012393,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
763,SUWS012394,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
764,SUWS012398,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
765,SUWS012411,43.759550 N, 88.088790 W,43.75955,-88.08879,43.75955,-88.08879,15,20,E
766,SUWS012421,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
767,SUWS012423,45.334580 N, 92.687250 W,45.33458,-92.68725,45.33458,-92.68725,33,19,W
768,SUWS012439,42.828900 N, 89.021500 W,42.8289,-89.0215,42.8289,-89.0215,4,12,E
769,SUWS012443,46.208010 N, 91.292130 W,46.20801,-91.29213,46.20801,-91.29213,43,7,W
770,SUWS012444,45.328610 N, 91.651000 W,45.32861,-91.651,45.32861,-91.651,33,10,W
771,SUWS012469,45.766880 N, 92.384590 W,45.76688,-92.38459,45.76688,-92.38459,38,16,W
772,SUWS012480,46.553000 N, 91.555530 W,46.553,-91.55553,46.553,-91.55553,47,10,W
773,SUWS012481,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
774,SUWS012482,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
775,SUWS012483,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
776,SUWS012493,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
777,SUWS012495,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
778,SUWS012502,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
779,SUWS012506,46.353270 N, 91.822410 W,46.35327,-91.82241,46.35327,-91.82241,45,12,W
780,SUWS012510,46.477750 N, 92.061050 W,46.47775,-92.06105,46.47775,-92.06105,46,14,W
781,SUWS012511,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
782,SUWS012512,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
783,SUWS012513,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
784,SUWS012516,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
785,SUWS012517,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
786,SUWS012520,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
787,SUWS012524,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
788,SUWS012528,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
789,SUWS012529,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
790,SUWS012540,45.766880 N, 92.384590 W,45.76688,-92.38459,45.76688,-92.38459,38,16,W
791,SUWS012557,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
792,SUWS012562,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
793,SUWS012563,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
794,SUWS012566,46.345410 N, 91.195400 W,46.34541,-91.1954,46.34541,-91.1954,45,7,W
795,SUWS012567,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
796,SUWS012573,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
797,SUWS012574,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
798,SUWS012578,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
799,SUWS012588,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
800,SUWS012592,46.690770 N, 92.002690 W,46.69077,-92.00269,46.69077,-92.00269,49,13,W
801,SUWS012593,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
802,SUWS012594,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
803,SUWS012603,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
804,SUWS012607,46.435300 N, 91.672620 W,46.4353,-91.67262,46.4353,-91.67262,46,10,W
805,SUWS012610,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
806,SUWS012613,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
807,SUWS012625,46.565450 N, 91.418030 W,46.56545,-91.41803,46.56545,-91.41803,47,8,W
808,SUWS012626,43.838540 N, 90.166090 W,43.83854,-90.16609,43.83854,-90.16609,16,3,E
809,SUWS012632,46.639860 N, 91.576580 W,46.63986,-91.57658,46.63986,-91.57658,48,10,W
810,SUWS012633,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
811,SUWS012634,44.059360 N, 87.736210 W,44.05936,-87.73621,44.05936,-87.73621,18,23,E
812,SUWS012639,46.694720 N, 91.992650 W,46.69472,-91.99265,46.69472,-91.99265,49,13,W
813,SUWS012649,43.749820 N, 88.105360 W,43.74982,-88.10536,43.74982,-88.10536,15,20,E
814,SUWS012665,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
815,SUWS012667,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
816,SUWS012669,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
817,SUWS012681,46.336890 N, 91.278410 W,46.33689,-91.27841,46.33689,-91.27841,45,7,W
818,SUWS012682,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
819,SUWS012683,46.315020 N, 91.323170 W,46.31502,-91.32317,46.31502,-91.32317,44,8,W
820,SUWS012684,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
821,SUWS012685,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
822,SUWS012686,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
823,SUWS012688,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
824,SUWS012689,45.696630 N, 90.400430 W,45.69663,-90.40043,45.69663,-90.40043,37,1,E
825,SUWS012690,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
826,SUWS012691,46.356760 N, 91.349010 W,46.35676,-91.34901,46.35676,-91.34901,45,8,W
827,SUWS012692,46.468060 N, 91.745180 W,46.46806,-91.74518,46.46806,-91.74518,46,11,W
828,SUWS012703,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
829,SUWS012705,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
830,SUWS012707,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
831,SUWS012712,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
832,SUWS012713,45.851000 N, 92.641540 W,45.851,-92.64154,45.851,-92.64154,39,18,W
833,SUWS012714,45.659120 N, 92.467140 W,45.65912,-92.46714,45.65912,-92.46714,37,17,W
834,SUWS012715,45.742130 N, 92.383090 W,45.74213,-92.38309,45.74213,-92.38309,38,16,W
835,SUWS012716,45.659120 N, 92.467140 W,45.65912,-92.46714,45.65912,-92.46714,37,17,W
836,SUWS012719,43.838540 N, 90.166090 W,43.83854,-90.16609,43.83854,-90.16609,16,3,E
837,SUWS012726,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
838,SUWS012727,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
839,SUWS012728,46.341800 N, 91.347660 W,46.3418,-91.34766,46.3418,-91.34766,45,8,W
840,SUWS012729,46.051670 N, 92.302640 W,46.05167,-92.30264,46.05167,-92.30264,41,16,W
841,SUWS012735,45.967410 N, 92.363490 W,45.96741,-92.36349,45.96741,-92.36349,40,16,W
842,SUWS012736,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
843,SUWS012738,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
844,SUWS012739,43.817890 N, 91.262170 W,43.81789,-91.26217,43.81789,-91.26217,16,7,W
845,SUWS012740,46.717840 N, 92.087860 W,46.71784,-92.08786,46.71784,-92.08786,49,14,W
846,SUWS012743,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
847,SUWS012744,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
848,SUWS012745,46.342280 N, 91.369980 W,46.34228,-91.36998,46.34228,-91.36998,45,8,W
849,SUWS012752,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
850,SUWS012755,46.336890 N, 91.257970 W,46.33689,-91.25797,46.33689,-91.25797,45,7,W
851,SUWS012756,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
852,SUWS012757,45.334580 N, 92.687250 W,45.33458,-92.68725,45.33458,-92.68725,33,19,W
853,SUWS012758,46.337010 N, 91.232800 W,46.33701,-91.2328,46.33701,-91.2328,45,7,W
854,SUWS012766,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
855,SUWS012768,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
856,SUWS012770,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
857,SUWS012771,46.342280 N, 91.369980 W,46.34228,-91.36998,46.34228,-91.36998,45,8,W
858,SUWS012772,46.314850 N, 91.280280 W,46.31485,-91.28028,46.31485,-91.28028,44,7,W
859,SUWS012773,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
860,SUWS012774,46.343930 N, 91.261140 W,46.34393,-91.26114,46.34393,-91.26114,45,7,W
861,SUWS012775,46.314850 N, 91.280280 W,46.31485,-91.28028,46.31485,-91.28028,44,7,W
862,SUWS012778,46.307120 N, 91.208990 W,46.30712,-91.20899,46.30712,-91.20899,44,7,W
863,SUWS012781,46.428840 N, 92.213690 W,46.42884,-92.21369,46.42884,-92.21369,46,15,W
864,SUWS012788,46.268010 N, 91.258520 W,46.26801,-91.25852,46.26801,-91.25852,44,7,W
865,SUWS012795,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
866,SUWS012799,46.021570 N, 92.339380 W,46.02157,-92.33938,46.02157,-92.33938,41,16,W
867,SUWS012805,43.750970 N, 90.890380 W,43.75097,-90.89038,43.75097,-90.89038,15,4,W
868,SUWS012806,43.667240 N, 90.223460 W,43.66724,-90.22346,43.66724,-90.22346,14,2,E
869,SUWS012822,46.668030 N, 92.103740 W,46.66803,-92.10374,46.66803,-92.10374,48,14,W
870,SUWS012824,46.668030 N, 92.103740 W,46.66803,-92.10374,46.66803,-92.10374,48,14,W
871,SUWS012826,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
872,SUWS012827,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
873,SUWS012828,46.654970 N, 92.104420 W,46.65497,-92.10442,46.65497,-92.10442,48,14,W
874,SUWS012834,46.308660 N, 91.204500 W,46.30866,-91.2045,46.30866,-91.2045,44,7,W
875,SUWS012835,46.535290 N, 91.582110 W,46.53529,-91.58211,46.53529,-91.58211,47,10,W
876,SUWS012851,46.342280 N, 91.349010 W,46.34228,-91.34901,46.34228,-91.34901,45,8,W
877,SUWS012867,46.629140 N, 92.067630 W,46.62914,-92.06763,46.62914,-92.06763,48,14,W
878,SUWS012871,46.489860 N, 92.184140 W,46.48986,-92.18414,46.48986,-92.18414,46,15,W
879,SUWS012872,44.761150 N, 92.487410 W,44.76115,-92.48741,44.76115,-92.48741,26,17,W
880,SUWS012875,46.304400 N, 91.210890 W,46.3044,-91.21089,46.3044,-91.21089,44,7,W
881,SUWS012891,46.342270 N, 91.390950 W,46.34227,-91.39095,46.34227,-91.39095,45,8,W
882,SUWS012893,43.402490 N, 90.556600 W,43.40249,-90.5566,43.40249,-90.5566,11,2,W
883,SUWS012894,46.340420 N, 91.371890 W,46.34042,-91.37189,46.34042,-91.37189,45,8,W
884,SUWS012899,46.337150 N, 91.498410 W,46.33715,-91.49841,46.33715,-91.49841,45,9,W
885,SUWS012906,46.491330 N, 92.220750 W,46.49133,-92.22075,46.49133,-92.22075,46,15,W
886,SUWS012907,46.732160 N, 92.066300 W,46.73216,-92.0663,46.73216,-92.0663,49,14,W
887,SUWS012908,46.712310 N, 92.091360 W,46.71231,-92.09136,46.71231,-92.09136,49,14,W
888,SUWS012913,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
889,SUWS012914,46.153660 N, 91.329550 W,46.15366,-91.32955,46.15366,-91.32955,42,8,W
890,SUWS012924,44.858880 N, 87.490100 W,44.85888,-87.4901,44.85888,-87.4901,28,25,E
891,SUWS013044,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
892,SUWS013074,45.779220 N, 92.682700 W,45.77922,-92.6827,45.77922,-92.6827,38,19,W
893,SUWS013075,45.779220 N, 92.682700 W,45.77922,-92.6827,45.77922,-92.6827,38,19,W
894,SUWS013077,45.779220 N, 92.682700 W,45.77922,-92.6827,45.77922,-92.6827,38,19,W
895,SUWS013089,45.779220 N, 92.682700 W,45.77922,-92.6827,45.77922,-92.6827,38,19,W
896,SUWS013111,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
897,SUWS013115,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
898,SUWS013119,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
899,SUWS013121,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
900,SUWS013122,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
901,SUWS013140,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
902,SUWS013142,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
903,SUWS013146,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
904,SUWS013148,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
905,SUWS013548,45.720480 N, 89.510920 W,45.72048,-89.51092,45.72048,-89.51092,37,8,E
906,SUWS013552,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
907,SUWS013553,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
908,SUWS013555,46.719960 N, 92.098390 W,46.71996,-92.09839,46.71996,-92.09839,49,14,W
909,SUWS013559,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
910,SUWS013563,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
911,SUWS013566,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
912,SUWS013572,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
913,SUWS013574,46.718860 N, 92.098390 W,46.71886,-92.09839,46.71886,-92.09839,49,14,W
914,SUWS013579,45.848610 N, 92.642880 W,45.84861,-92.64288,45.84861,-92.64288,39,18,W
915,SUWS013584,46.719960 N, 92.098390 W,46.71996,-92.09839,46.71996,-92.09839,49,14,W
916,SUWS013745,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
917,SUWS013746,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
918,SUWS013747,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
919,SUWS013749,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
920,SUWS013752,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
921,SUWS013753,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
922,SUWS013754,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
923,SUWS013755,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
924,SUWS013758,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
925,SUWS013759,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
926,SUWS013760,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
927,SUWS013761,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
928,SUWS013762,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
929,SUWS013765,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
930,SUWS013767,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
931,SUWS013768,46.675450 N, 92.148710 W,46.67545,-92.14871,46.67545,-92.14871,48,14,W
932,SUWS013769,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
933,SUWS013859,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
934,SUWS013875,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
935,SUWS013893,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
936,SUWS013896,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
937,SUWS013897,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
938,SUWS013898,46.673110 N, 91.972140 W,46.67311,-91.97214,46.67311,-91.97214,48,13,W
939,SUWS013929,46.558370 N, 91.699910 W,46.55837,-91.69991,46.55837,-91.69991,47,11,W
940,SUWS013940,46.457800 N, 92.213690 W,46.4578,-92.21369,46.4578,-92.21369,46,15,W
941,SUWS013942,46.457800 N, 92.213690 W,46.4578,-92.21369,46.4578,-92.21369,46,15,W
942,SUWS013943,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
943,SUWS013949,46.681220 N, 92.066310 W,46.68122,-92.06631,46.68122,-92.06631,49,14,W
