"catalogNumber","county","collectedBy","t_num","t_dir","r_num","r_dir"
"SUWS012612","Douglas","Thomson, John W., Jr.",47,"N",14,"W"
"SUWS012613","Douglas","Brashier",46,"N",15,"W"
"SUWS012614","Douglas","Thomson, John W., Jr.",45,"N",14,"W"
"SUWS012615","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS012618","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012619","Douglas","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012620","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS012622","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS012623","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS012624","Douglas","",47,"N",15,"W"
"SUWS012625","Bayfield","Cornell",47,"N",8,"W"
"SUWS012626","Juneau","Thomson, John W., Jr.",16,"N",3,"E"
"SUWS012630","Bayfield","Longenecker, Jean",52,"N",5,"W"
"SUWS012631","Ashland","Heim, John A.",48,"N",3,"W"
"SUWS012632","Douglas","Castle, R.",48,"N",10,"W"
"SUWS012633","Douglas","Holmgren",49,"N",14,"W"
"SUWS012634","Manitowoc","Brashier",18,"N",23,"E"
"SUWS012635","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012638","Dane","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012639","Douglas","Brashier",49,"N",13,"W"
"SUWS012640","Bayfield","Thomson, John W., Jr.",47,"N",9,"W"
"SUWS012641","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS012642","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012647","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS012649","Sheboygan","Brashier",15,"N",20,"E"
"SUWS012650","Bayfield","Koch, Rudy G.",51,"N",5,"W"
"SUWS012651","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS012652","Douglas","Thomson, John W., Jr.",46,"N",11,"W"
"SUWS012653","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS012655","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012656","Douglas","Thomson, John W., Jr.",48,"N",14,"W"
"SUWS012657","Douglas","Thomson, John W., Jr.",48,"N",13,"W"
"SUWS012658","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS012659","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS012660","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS012661","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS012663","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012664","Fond du Lac","Purtell, Harriet M.",13,"N",19,"E"
"SUWS012665","Bayfield","Brashier",45,"N",8,"W"
"SUWS012666","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS012667","Bayfield","Brashier",45,"N",8,"W"
"SUWS012668","Polk","Brashier",NA,NA,NA,NA
"SUWS012669","Douglas","Castle, R.",49,"N",14,"W"
"SUWS012671","Douglas","C., E. A.",NA,NA,NA,NA
"SUWS012672","Dane","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012673","Columbia","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012674","Dane","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012675","Douglas","Dabydeen, Simon",49,"N",14,"W"
"SUWS012676","Dane","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012677","Douglas","Thomson, John W., Jr.",49,"N",11,"W"
"SUWS012678","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012679","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012681","Bayfield","Hjerleid",45,"N",7,"W"
"SUWS012682","Douglas","Brashier",46,"N",15,"W"
"SUWS012683","Bayfield","Cornell",44,"N",8,"W"
"SUWS012684","Bayfield","Brashier",45,"N",8,"W"
"SUWS012685","Bayfield","Brashier",45,"N",8,"W"
"SUWS012686","Bayfield","Brashier",45,"N",8,"W"
"SUWS012687","Douglas","",47,"N",15,"W"
"SUWS012688","Douglas","Hicks, James",49,"N",14,"W"
"SUWS012689","Price","Sima, Bessie R.",37,"N",1,"E"
"SUWS012690","Bayfield","Barnard",45,"N",7,"W"
"SUWS012691","Bayfield","Mackensen",45,"N",8,"W"
"SUWS012692","Douglas","",46,"N",11,"W"
"SUWS012693","Douglas","Stackler, Susan",47,"N",15,"W"
"SUWS012694","Douglas","Koch, Rudy G.",47,"N",14,"W"
"SUWS012696","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012698","Douglas","Thomson, John W., Jr.",49,"N",12,"W"
"SUWS012699","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012700","Dunn","Barnard",NA,NA,NA,NA
"SUWS012702","Bayfield","Brashier",46,"N",7,"W"
"SUWS012703","Bayfield","Cherf",45,"N",8,"W"
"SUWS012704","Bayfield","Collins",NA,NA,NA,NA
"SUWS012705","Bayfield","Brashier",45,"N",8,"W"
"SUWS012706","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012707","Bayfield","Walvoord",45,"N",8,"W"
"SUWS012708","Douglas","Castle, R.",49,"N",12,"W"
"SUWS012709","Douglas","Koch, Rudy G.",48,"N",12,"W"
"SUWS012711","Burnett","Brashier",NA,NA,NA,NA
"SUWS012712","Bayfield","Brashier",45,"N",8,"W"
"SUWS012713","Burnett","Brashier",39,"N",18,"W"
"SUWS012714","Polk","Barnard",37,"N",17,"W"
"SUWS012715","Burnett","Castle, R.",38,"N",16,"W"
"SUWS012716","Polk","Barnard",37,"N",17,"W"
"SUWS012718","Walworth","Thomson, John W., Jr.",3,"N",18,"E"
"SUWS012719","Juneau","Thomson, John W., Jr.",16,"N",3,"E"
"SUWS012720","Barron","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012725","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012726","Bayfield","Brashier",45,"N",8,"W"
"SUWS012727","Bayfield","Brashier",45,"N",8,"W"
"SUWS012728","Bayfield","Brashier",45,"N",8,"W"
"SUWS012729","Burnett","Brashier",41,"N",16,"W"
"SUWS012730","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012735","Burnett","Brashier",40,"N",16,"W"
"SUWS012736","Douglas","Brashier",46,"N",15,"W"
"SUWS012738","Douglas","Anderson, Danette",49,"N",14,"W"
"SUWS012739","La Crosse","Koch, Rudy G.",16,"N",7,"W"
"SUWS012740","Douglas","Brashier",49,"N",14,"W"
"SUWS012741","Marquette","Brashier",16,"N",11,"E"
"SUWS012742","Marathon","Smetak, Scott",NA,NA,NA,NA
"SUWS012743","Bayfield","Brashier",45,"N",8,"W"
"SUWS012744","Bayfield","Brashier",45,"N",8,"W"
"SUWS012745","Bayfield","Cornell",45,"N",8,"W"
"SUWS012752","Bayfield","Brashier",45,"N",8,"W"
"SUWS012753","Walworth","Konkel, Deborah",NA,NA,NA,NA
"SUWS012754","Vernon","Koch, Rudy G.",14,"N",7,"W"
"SUWS012755","Bayfield","Cornell",45,"N",7,"W"
"SUWS012756","Bayfield","Brashier",45,"N",8,"W"
"SUWS012757","Polk","Brashier",33,"N",19,"W"
"SUWS012758","Bayfield","Cornell",45,"N",7,"W"
"SUWS012759","Jackson","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012760","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS012762","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS012765","Bayfield","Koch, Rudy G.",46,"N",7,"W"
"SUWS012766","Bayfield","Brashier",45,"N",8,"W"
"SUWS012767","Douglas","Castle, R.",46,"N",13,"W"
"SUWS012768","Bayfield","Brashier",45,"N",8,"W"
"SUWS012769","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS012770","Bayfield","Cherf",45,"N",8,"W"
"SUWS012771","Bayfield","Wassgren",45,"N",8,"W"
"SUWS012772","Bayfield","Brashier",44,"N",7,"W"
"SUWS012773","Bayfield","Brashier",45,"N",8,"W"
"SUWS012774","Bayfield","Brashier",45,"N",7,"W"
"SUWS012775","Bayfield","Brashier",44,"N",7,"W"
"SUWS012778","Bayfield","Cornell",44,"N",7,"W"
"SUWS012781","Douglas","Castle, R.",46,"N",15,"W"
"SUWS012787","Douglas","Charboneau, E.",NA,NA,NA,NA
"SUWS012788","Bayfield","Brashier",44,"N",7,"W"
"SUWS012789","Walworth","Thomson, John W., Jr.",2,"N",18,"E"
"SUWS012790","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012793","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012794","Polk","Brashier",NA,NA,NA,NA
"SUWS012795","Bayfield","Cherf",45,"N",8,"W"
"SUWS012796","Washburn","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012799","Burnett","Brashier",41,"N",16,"W"
"SUWS012801","Chippewa","Ernst, Sharon",NA,NA,NA,NA
"SUWS012804","Polk","Brashier",NA,NA,NA,NA
"SUWS012805","Monroe","Sohmer, S. H.",15,"N",4,"W"
"SUWS012806","Juneau","Brashier",14,"N",2,"E"
"SUWS012813","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012819","Dane","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012822","Douglas","Brashier",48,"N",14,"W"
"SUWS012824","Douglas","Brashier",48,"N",14,"W"
"SUWS012826","Douglas","Brashier",48,"N",14,"W"
"SUWS012827","Douglas","Brashier",48,"N",14,"W"
"SUWS012828","Douglas","Brashier",48,"N",14,"W"
"SUWS012829","Iowa","Thomson, John W., Jr.",8,"N",4,"E"
"SUWS012831","Douglas","Brashier",NA,NA,NA,NA
"SUWS012832","Douglas","Ludwig, Larry",49,"N",14,"W"
"SUWS012833","Douglas","Brashier",NA,NA,NA,NA
"SUWS012834","Bayfield","Cornell",44,"N",7,"W"
"SUWS012835","Douglas","Thoren",47,"N",10,"W"
"SUWS012836","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012838","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS012841","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS012844","Juneau","Brashier",15,"N",5,"E"
"SUWS012845","Juneau","Brashier",15,"N",5,"E"
"SUWS012848","Bayfield","Janowski",45,"N",8,"W"
"SUWS012849","Bayfield","Brashier",45,"N",8,"W"
"SUWS012850","Bayfield","Brashier",45,"N",8,"W"
"SUWS012851","Bayfield","Brashier",45,"N",8,"W"
"SUWS012852","Bayfield","Barnard",NA,NA,NA,NA
"SUWS012853","Bayfield","Collins",NA,NA,NA,NA
"SUWS012854","Douglas","Castle, R.",46,"N",10,"W"
"SUWS012855","Bayfield","Smith",NA,NA,NA,NA
"SUWS012856","Douglas","Thomson, John W., Jr.",48,"N",10,"W"
"SUWS012857","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS012858","Douglas","Stackler, Susan",46,"N",15,"W"
"SUWS012860","Douglas","Thomson, John W., Jr.",45,"N",11,"W"
"SUWS012861","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS012865","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS012866","Ashland","Castle, R.",NA,NA,NA,NA
"SUWS012867","Douglas","Brashier",48,"N",14,"W"
"SUWS012868","Douglas","Olson, Patti",49,"N",13,"W"
"SUWS012869","Douglas","Thomson, John W., Jr.",49,"N",13,"W"
"SUWS012871","Douglas","Brashier",46,"N",15,"W"
"SUWS012872","Pierce","Brashier",26,"N",17,"W"
"SUWS012873","Jackson","Thomson, John W., Jr.",NA,NA,NA,NA
"SUWS012874","La Crosse","Demaske, D.",15,"N",7,"W"
"SUWS012875","Bayfield","Hjerleid",44,"N",7,"W"
"SUWS012876","Bayfield","Holden",45,"N",8,"W"
"SUWS012877","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012878","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS012880","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012881","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS012882","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS012883","Bayfield","Barnard",45,"N",8,"W"
"SUWS012884","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS012885","Bayfield","Cornell",45,"N",8,"W"
"SUWS012886","Bayfield","Koch, Rudy G.",44,"N",8,"W"
"SUWS012887","Douglas","Thomson, John W., Jr.",46,"N",10,"W"
"SUWS012890","Bayfield","Collins",45,"N",8,"W"
"SUWS012891","Bayfield","Hjerleid",45,"N",8,"W"
"SUWS012892","Grant","Koch, Rudy G.",8,"N",3,"W"
"SUWS012893","Richland","Koch, Rudy G.",11,"N",2,"W"
"SUWS012894","Bayfield","Cornell",45,"N",8,"W"
"SUWS012895","Bayfield","Brashier",45,"N",8,"W"
"SUWS012896","Bayfield","Brashier",45,"N",8,"W"
"SUWS012897","Bayfield","Brashier",45,"N",8,"W"
"SUWS012898","Burnett","Brashier",NA,NA,NA,NA
"SUWS012899","Bayfield","Holden",45,"N",9,"W"
"SUWS012900","Douglas","Thomson, John W., Jr.",45,"N",10,"W"
"SUWS012901","Douglas","Castle, R.",46,"N",10,"W"
"SUWS012906","Douglas","Brashier",46,"N",15,"W"
"SUWS012907","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS012908","Douglas","Thomson, John W., Jr.",49,"N",14,"W"
"SUWS012909","Douglas","Castle, R.",49,"N",10,"W"
"SUWS012910","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012911","Douglas","Koch, Rudy G.",49,"N",13,"W"
"SUWS012912","Douglas","Thomson, John W., Jr.",47,"N",10,"W"
"SUWS012913","Douglas","Brashier",48,"N",13,"W"
"SUWS012914","Bayfield","Hjerleid",42,"N",8,"W"
"SUWS012915","Bayfield","Barnard",NA,NA,NA,NA
"SUWS012916","Forest","Bauknecht, Jamie",35,"N",12,"E"
"SUWS012917","Douglas","Eisenmann, Sarah",47,"N",15,"W"
"SUWS012919","Douglas","Thomson, John W., Jr.",49,"N",10,"W"
"SUWS012921","Bayfield","Koch, Rudy G.",52,"N",4,"W "
"SUWS012924","Door","Matte, Paul",28,"N",25,"E"
"SUWS012932","Douglas","Painovich, N.",49,"N",13,"W"
"SUWS012934","Douglas","Painovich, N.",47,"N",15,"W"
"SUWS012935","Douglas","Painovich, N.",49,"N",13,"W"
"SUWS012939","Douglas","Eisenmann, Sarah",49,"N",13,"W"
"SUWS012940","Douglas","Eisenmann, Sarah",49,"N",14,"W"
"SUWS012941","Douglas","Eisenmann, Sarah",47,"N",15,"W"
"SUWS012942","Douglas","Eisenmann, Sarah",47,"N",15,"W"
"SUWS012943","Douglas","Eisenmann, Sarah",49,"N",13,"W"
"SUWS012944","Douglas","Eisenmann, Sarah",49,"N",13,"W"
"SUWS012945","Douglas","Eisenmann, Sarah",49,"N",13,"W"
"SUWS012948","Douglas","Matte, Paul",48,"N",13,"W"
"SUWS012949","Douglas","Matte, Paul",48,"N",13,"W"
"SUWS012950","Douglas","Painovich, N.",49,"N",13,"W"
"SUWS012954","Douglas","Painovich, N.",49,"N",14,"W"
"SUWS012955","Douglas","Painovich, N.",49,"N",14,"W"
"SUWS012957","Douglas","Painovich, N.",49,"N",13,"W"
"SUWS012958","Douglas","Painovich, N.",47,"N",15,"W"
"SUWS012959","Douglas","Painovich, N.",49,"N",13,"W"
"SUWS012960","Douglas","Painovich, N.",47,"N",15,"W"
"SUWS012961","Douglas","Painovich, N.",47,"N",15,"W"
"SUWS012962","Douglas","Painovich, N.",49,"N",14,"W"
"SUWS012963","Douglas","Painovich, N.",47,"N",15,"W"
"SUWS012964","Douglas","Sellwood, Scott",48,"N",14,"W"
"SUWS012965","Douglas","Sellwood, Scott",48,"N",14,"W"
"SUWS012966","Douglas","Sellwood, Scott",45,"N",12,"W"
"SUWS012967","Douglas","Sellwood, Scott",45,"N",12,"W"
"SUWS012968","Bayfield","Koch, Rudy G.",48,"N",7,"W"
"SUWS012972","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS012973","Douglas","Bruederle, Leo P.",NA,NA,NA,NA
"SUWS012974","Douglas","Bruederle, Leo P.",49,"N",12,"W"
"SUWS012975","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012976","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS012977","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012978","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012979","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS012980","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS012981","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012982","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012983","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012984","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS012985","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS012986","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012987","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS012988","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS012989","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012990","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012991","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012992","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012993","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012994","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012995","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012996","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS012997","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS012998","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS012999","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS013000","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS013001","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS013002","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS013003","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS013004","Bayfield","Bruederle, Leo P.",51,"N",7,"W"
"SUWS013005","Douglas","Bruederle, Leo P.",49,"N",13,"W"
"SUWS013006","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS013007","Bayfield","Bruederle, Leo P.",51,"N",6,"W"
"SUWS013008","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS013009","Iron","Bruederle, Leo P.",47,"N",1,"W"
"SUWS013010","Bayfield","Bruederle, Leo P.",50,"N",7,"W"
"SUWS013011","Douglas","Balthazar, Krista",49,"N",13,"W"
"SUWS013012","Douglas","Roche, Katie",NA,NA,NA,NA
"SUWS013013","Douglas","Roche, Katie",NA,NA,NA,NA
"SUWS013014","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013015","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013016","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013017","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013019","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013020","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013021","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013023","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013024","Douglas","Bauknecht, Jamie",47,"N",15,"W"
"SUWS013025","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013026","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013027","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013028","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013029","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013030","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013031","Douglas","Bauknecht, Jamie",49,"N",13,"W"
"SUWS013032","Douglas","Bauknecht, Jamie",48,"N",13,"W"
"SUWS013033","Forest","Bauknecht, Jamie",35,"N",12,"E"
"SUWS013034","Douglas","Bauknecht, Jamie",49,"N",14,"W"
"SUWS013035","Douglas","Bauknecht, Jamie",49,"N",14,"W"
"SUWS013037","Douglas","Bauknecht, Jamie",49,"N",14,"W"
"SUWS013038","Douglas","Bauknecht, Jamie",49,"N",14,"W"
"SUWS013039","Douglas","Bauknecht, Jamie",49,"N",14,"W"
"SUWS013040","Douglas","Bauknecht, Jamie",49,"N",14,"W"
"SUWS013044","Douglas","Messina, Stacy",48,"N",13,"W"
"SUWS013045","Douglas","Eisenmann, Sarah",47,"N",15,"W"
"SUWS013046","Douglas","Johnson, S. D.",49,"N",13,"W"
"SUWS013047","Douglas","Painovich, N.",49,"N",13,"W"
"SUWS013061","Douglas","Wagner, Christina",44,"N",12,"W"
"SUWS013062","Douglas","Wagner, Christina",44,"N",12,"W"
"SUWS013064","Douglas","Wagner, Christina",47,"N",15,"W"
"SUWS013074","Burnett","Wagner, Christina",38,"N",19,"W"
"SUWS013075","Burnett","Wagner, Christina",38,"N",19,"W"
"SUWS013076","Burnett","Wagner, Christina",NA,NA,NA,NA
"SUWS013077","Burnett","Wagner, Christina",38,"N",19,"W"
"SUWS013082","Burnett","Wagner, Christina",NA,NA,NA,NA
"SUWS013084","Douglas","Wagner, Christina",47,"N",14,"W"
"SUWS013085","Douglas","Wagner, Christina",47,"N",14,"W"
"SUWS013086","Douglas","Wagner, Christina",47,"N",14,"W"
"SUWS013089","Burnett","Wagner, Christina",38,"N",19,"W"
"SUWS0130968","Douglas","Castle, R.",NA,NA,NA,NA
"SUWS013111","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013112","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013113","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013114","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013115","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013116","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013117","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013118","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013119","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013120","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013121","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013122","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013123","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013124","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013125","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013127","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013128","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013129","Douglas","Byrns, Frank",49,"N",13,"W"
"SUWS013140","Douglas","Byrns, Frank",48,"N",14,"W"
"SUWS013142","Douglas","Byrns, Frank",48,"N",14,"W"
"SUWS013143","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013145","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013146","Douglas","Byrns, Frank",48,"N",14,"W"
"SUWS013148","Douglas","Byrns, Frank",49,"N",14,"W"
"SUWS013149","Douglas","Maier, Merissa L.",47,"N",15,"W"
"SUWS013150","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013151","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013152","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013153","Douglas","Maier, Merissa L.",47,"N",15,"W"
"SUWS013154","Douglas","Maier, Merissa L.",47,"N",15,"W"
"SUWS013155","Douglas","Maier, Merissa L.",49,"N",15,"W"
"SUWS013156","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013157","Douglas","Maier, Merissa L.",49,"N",14,"W"
"SUWS013158","Douglas","Maier, Merissa L.",47,"N",15,"W"
"SUWS013160","Douglas","Maier, Merissa L.",47,"N",15,"W"
"SUWS013161","Douglas","Maier, Merissa L.",49,"N",14,"W"
"SUWS013162","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013163","Douglas","Maier, Merissa L.",49,"N",14,"W"
"SUWS013164","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013165","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013166","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013167","Douglas","Maier, Merissa L.",49,"N",14,"W"
"SUWS013168","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013169","Douglas","Maier, Merissa L.",49,"N",14,"W"
"SUWS013170","Douglas","Maier, Merissa L.",49,"N",14,"W"
"SUWS013171","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013172","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013173","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013174","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013175","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013176","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013177","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013178","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013179","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013180","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013181","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013182","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013183","Douglas","Maier, Merissa L.",49,"N",13,"W"
"SUWS013184","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013186","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013187","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013188","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013189","Douglas","Maier, Merissa L.",46,"N",15,"W"
"SUWS013192","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013193","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013194","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013196","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013197","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013198","Douglas","Langenbrunner, Craig S.",49,"N",14,"W"
"SUWS013199","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013200b","Douglas","Langenbrunner, Craig S.",49,"N",14,"W"
"SUWS013202","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013203","Douglas","Langenbrunner, Craig S.",49,"N",14,"W"
"SUWS013204","Douglas","Langenbrunner, Craig S.",47,"N",15,"W"
"SUWS013209","Douglas","Anderson, Jeffrey A.",49,"N",14,"W"
"SUWS013210","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013211","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013212","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013213","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013214","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013215","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013216","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013217","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013221","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
"SUWS013223","Douglas","Anderson, Jeffrey A.",49,"N",13,"W"
