"catalogNumber","t_num","t_dir","r_num","r_dir"
"SUWS012062",47,"N",8,"W"
"SUWS012063",46,"N",11,"W"
"SUWS012065",46,"N",15,"W"
"SUWS012068",47,"N",14,"W"
"SUWS012069",49,"N",12,"W"
"SUWS012071",49,"N",4,"W"
"SUWS012079",48,"N",12,"W"
"SUWS012081",49,"N",10,"W"
"SUWS012083",47,"N",14,"W"
"SUWS012087",49,"N",10,"W"
"SUWS012088",46,"N",11,"W"
"SUWS012090",49,"N",12,"W"
"SUWS012095",49,"N",13,"W"
"SUWS012097",49,"N",13,"W"
"SUWS012101",49,"N",13,"W"
"SUWS012102",49,"N",13,"W"
"SUWS012103",49,"N",13,"W"
"SUWS012106",49,"N",10,"W"
"SUWS012108",49,"N",13,"W"
"SUWS012113",48,"N",13,"W"
"SUWS012114",47,"N",9,"W"
"SUWS012117",45,"N",9,"W"
"SUWS012126",41,"N",15,"W"
"SUWS012131",14,"N",7,"W"
"SUWS012133",48,"N",10,"W"
"SUWS012135",47,"N",15,"W"
"SUWS012136",46,"N",14,"W"
"SUWS012146",45,"N",12,"W"
"SUWS012148",45,"N",12,"W"
"SUWS012149",41,"N",15,"W"
"SUWS012150",47,"N",15,"W"
"SUWS012152",43,"N",15,"W"
"SUWS012164",49,"N",13,"W"
"SUWS012165",49,"N",13,"W"
"SUWS012166",49,"N",13,"W"
"SUWS012170",49,"N",13,"W"
"SUWS012172",52,"N",5,"W"
"SUWS012173",47,"N",10,"W"
"SUWS012177",49,"N",10,"W"
"SUWS012178",49,"N",13,"W"
"SUWS012180",49,"N",10,"W"
"SUWS012182",47,"N",10,"W"
"SUWS012183",46,"N",10,"W"
"SUWS012184",48,"N",14,"W"
"SUWS012197",47,"N",12,"W"
"SUWS012203",49,"N",13,"W"
"SUWS012206",49,"N",10,"W"
"SUWS012210",49,"N",13,"W"
"SUWS012216",45,"N",9,"W"
"SUWS012225",45,"N",9,"W"
"SUWS012228",47,"N",14,"W"
"SUWS012239b",45,"N",13,"W"
"SUWS012242",46,"N",9,"W"
"SUWS012251",47,"N",10,"W"
"SUWS012256",49,"N",14,"W"
"SUWS012259",49,"N",13,"W"
"SUWS012262",49,"N",10,"W"
"SUWS012263",46,"N",11,"W"
"SUWS012270",49,"N",13,"W"
"SUWS012272",49,"N",10,"W"
"SUWS012273",48,"N",9,"W"
"SUWS012276",49,"N",13,"W"
"SUWS012278",47,"N",10,"W"
"SUWS012283",49,"N",13,"W"
"SUWS012291",47,"N",10,"W"
"SUWS012298",49,"N",10,"W"
"SUWS012299",46,"N",11,"W"
"SUWS012300",49,"N",13,"W"
"SUWS012308",49,"N",10,"W"
"SUWS012309",49,"N",13,"W"
"SUWS012310",49,"N",12,"W"
"SUWS012313",47,"N",10,"W"
"SUWS012317",2,"N",17,"E"
"SUWS012321",49,"N",13,"W"
"SUWS012322",49,"N",13,"W"
"SUWS012327",46,"N",11,"W"
"SUWS012328",45,"N",11,"W"
"SUWS012329",49,"N",14,"W"
"SUWS012334",49,"N",10,"W"
"SUWS012335",47,"N",15,"W"
"SUWS012344",49,"N",13,"W"
"SUWS012345",46,"N",10,"W"
"SUWS012350",48,"N",9,"W"
"SUWS012351",47,"N",14,"W"
"SUWS012356",47,"N",12,"W"
"SUWS012359",49,"N",13,"W"
"SUWS012360",49,"N",13,"W"
"SUWS012361",45,"N",12,"W"
"SUWS012362",49,"N",13,"W"
"SUWS012367",45,"N",9,"W"
"SUWS012380",49,"N",14,"W"
"SUWS012381",44,"N",8,"W"
"SUWS012384",49,"N",13,"W"
"SUWS012386",46,"N",11,"W"
"SUWS012388",49,"N",13,"W"
"SUWS012390",46,"N",13,"W"
"SUWS012396",45,"N",6,"W"
"SUWS012397",47,"N",13,"W"
"SUWS012399",49,"N",13,"W"
"SUWS012406",49,"N",14,"W"
"SUWS012407",49,"N",13,"W"
"SUWS012408",46,"N",12,"W"
"SUWS012409",46,"N",11,"W"
"SUWS012410",47,"N",9,"W"
"SUWS012412",49,"N",10,"W"
"SUWS012414",48,"N",13,"W"
"SUWS012415",47,"N",11,"W"
"SUWS012416",49,"N",13,"W"
"SUWS012417",47,"N",13,"W"
"SUWS012418",47,"N",13,"W"
"SUWS012419",49,"N",13,"W"
"SUWS012422",45,"N",11,"W"
"SUWS012424",46,"N",15,"W"
"SUWS012425",41,"N",7,"W"
"SUWS012426",41,"N",7,"W"
"SUWS012428",48,"N",10,"W"
"SUWS012433",47,"N",9,"W"
"SUWS012434",49,"N",10,"W"
"SUWS012436",46,"N",15,"W"
"SUWS012437",46,"N",10,"W"
"SUWS012442",43,"N",7,"W"
"SUWS012445",4,"N",12,"E"
"SUWS012453",9,"N",2,"E"
"SUWS012463",45,"N",11,"W"
"SUWS012464",46,"N",11,"W"
"SUWS012465",45,"N",11,"W"
"SUWS012466",46,"N",11,"W"
"SUWS012467",19,"N",9,"W"
"SUWS012468",47,"N",10,"W"
"SUWS012470",49,"N",14,"W"
"SUWS012474",15,"N",7,"W"
"SUWS012479",46,"N",11,"W"
"SUWS012486",46,"N",10,"W"
"SUWS012489",49,"N",13,"W"
"SUWS012490",49,"N",13,"W"
"SUWS012491",49,"N",13,"W"
"SUWS012492",49,"N",13,"W"
"SUWS012504",49,"N",13,"W"
"SUWS012505",48,"N",9,"W"
"SUWS012507",49,"N",13,"W"
"SUWS012509",49,"N",13,"W"
"SUWS012514",47,"N",14,"W"
"SUWS012521",45,"N",12,"W"
"SUWS012523",49,"N",13,"W"
"SUWS012530",49,"N",13,"W"
"SUWS012533",49,"N",13,"W"
"SUWS012536",46,"N",11,"W"
"SUWS012537",49,"N",13,"W"
"SUWS012539",49,"N",13,"W"
"SUWS012542",49,"N",13,"W"
"SUWS012543",48,"N",12,"W"
"SUWS012544",48,"N",12,"W"
"SUWS012553",16,"N",8,"W"
"SUWS012559",15,"N",7,"W"
"SUWS012560",49,"N",10,"W"
"SUWS012565",47,"N",15,"W"
"SUWS012570",49,"N",14,"W"
"SUWS012571",48,"N",13,"W"
"SUWS012572",47,"N",10,"W"
"SUWS012581",18,"N",8,"W"
"SUWS012587",47,"N",10,"W"
"SUWS012590",32,"N",7,"W"
"SUWS012591",49,"N",10,"W"
"SUWS012595",49,"N",14,"W"
"SUWS012597",46,"N",15,"W"
"SUWS012599",46,"N",11,"W"
"SUWS012600",46,"N",11,"W"
"SUWS012604",46,"N",15,"W"
"SUWS012608",48,"N",9,"W"
"SUWS012611",48,"N",10,"W"
"SUWS012612",47,"N",14,"W"
"SUWS012614",45,"N",14,"W"
"SUWS012615",46,"N",15,"W"
"SUWS012622",49,"N",13,"W"
"SUWS012623",49,"N",13,"W"
"SUWS012624",47,"N",15,"W"
"SUWS012630",52,"N",5,"W"
"SUWS012631",48,"N",3,"W"
"SUWS012635",49,"N",13,"W"
"SUWS012640",47,"N",9,"W"
"SUWS012641",49,"N",13,"W"
"SUWS012642",49,"N",13,"W"
"SUWS012647",49,"N",13,"W"
"SUWS012650",51,"N",5,"W"
"SUWS012651",48,"N",12,"W"
"SUWS012652",46,"N",11,"W"
"SUWS012653",47,"N",14,"W"
"SUWS012655",49,"N",10,"W"
"SUWS012656",48,"N",14,"W"
"SUWS012657",48,"N",13,"W"
"SUWS012658",49,"N",13,"W"
"SUWS012659",46,"N",15,"W"
"SUWS012660",46,"N",10,"W"
"SUWS012661",49,"N",13,"W"
"SUWS012663",49,"N",10,"W"
"SUWS012664",13,"N",19,"E"
"SUWS012666",46,"N",15,"W"
"SUWS012675",49,"N",14,"W"
"SUWS012677",49,"N",11,"W"
"SUWS012678",49,"N",13,"W"
"SUWS012679",49,"N",10,"W"
"SUWS012687",47,"N",15,"W"
"SUWS012693",47,"N",15,"W"
"SUWS012694",47,"N",14,"W"
"SUWS012696",49,"N",13,"W"
"SUWS012698",49,"N",12,"W"
"SUWS012699",47,"N",10,"W"
"SUWS012702",46,"N",7,"W"
"SUWS012706",47,"N",10,"W"
"SUWS012708",49,"N",12,"W"
"SUWS012709",48,"N",12,"W"
"SUWS012718",3,"N",18,"E"
"SUWS012725",49,"N",10,"W"
"SUWS012730",49,"N",13,"W"
"SUWS012741",16,"N",11,"E"
"SUWS012754",14,"N",7,"W"
"SUWS012760",46,"N",10,"W"
"SUWS012762",46,"N",10,"W"
"SUWS012765",46,"N",7,"W"
"SUWS012767",46,"N",13,"W"
"SUWS012769",45,"N",11,"W"
"SUWS012789",2,"N",18,"E"
"SUWS012790",47,"N",10,"W"
"SUWS012793",49,"N",13,"W"
"SUWS012813",49,"N",10,"W"
"SUWS012829",8,"N",4,"E"
"SUWS012832",49,"N",14,"W"
"SUWS012836",47,"N",10,"W"
"SUWS012841",44,"N",8,"W"
"SUWS012844",15,"N",5,"E"
"SUWS012845",15,"N",5,"E"
"SUWS012848",45,"N",8,"W"
"SUWS012849",45,"N",8,"W"
"SUWS012850",45,"N",8,"W"
"SUWS012854",46,"N",10,"W"
"SUWS012856",48,"N",10,"W"
"SUWS012857",45,"N",8,"W"
"SUWS012858",46,"N",15,"W"
"SUWS012860",45,"N",11,"W"
"SUWS012861",49,"N",13,"W"
"SUWS012865",49,"N",10,"W"
"SUWS012868",49,"N",13,"W"
"SUWS012869",49,"N",13,"W"
"SUWS012874",15,"N",7,"W"
"SUWS012876",45,"N",8,"W"
"SUWS012877",49,"N",10,"W"
"SUWS012878",49,"N",13,"W"
"SUWS012880",47,"N",10,"W"
"SUWS012881",45,"N",8,"W"
"SUWS012882",49,"N",13,"W"
"SUWS012883",45,"N",8,"W"
"SUWS012884",45,"N",8,"W"
"SUWS012885",45,"N",8,"W"
"SUWS012886",44,"N",8,"W"
"SUWS012887",46,"N",10,"W"
"SUWS012890",45,"N",8,"W"
"SUWS012892",8,"N",3,"W"
"SUWS012895",45,"N",8,"W"
"SUWS012896",45,"N",8,"W"
"SUWS012897",45,"N",8,"W"
"SUWS012900",45,"N",10,"W"
"SUWS012901",46,"N",10,"W"
"SUWS012909",49,"N",10,"W"
"SUWS012910",47,"N",10,"W"
"SUWS012911",49,"N",13,"W"
"SUWS012912",47,"N",10,"W"
"SUWS012916",35,"N",12,"E"
"SUWS012917",47,"N",15,"W"
"SUWS012919",49,"N",10,"W"
"SUWS012932",49,"N",13,"W"
"SUWS012934",47,"N",15,"W"
"SUWS012935",49,"N",13,"W"
"SUWS012939",49,"N",13,"W"
"SUWS012940",49,"N",14,"W"
"SUWS012941",47,"N",15,"W"
"SUWS012942",47,"N",15,"W"
"SUWS012943",49,"N",13,"W"
"SUWS012944",49,"N",13,"W"
"SUWS012945",49,"N",13,"W"
"SUWS012948",48,"N",13,"W"
"SUWS012949",48,"N",13,"W"
"SUWS012950",49,"N",13,"W"
"SUWS012954",49,"N",14,"W"
"SUWS012955",49,"N",14,"W"
"SUWS012957",49,"N",13,"W"
"SUWS012958",47,"N",15,"W"
"SUWS012959",49,"N",13,"W"
"SUWS012960",47,"N",15,"W"
"SUWS012961",47,"N",15,"W"
"SUWS012962",49,"N",14,"W"
"SUWS012963",47,"N",15,"W"
"SUWS012964",48,"N",14,"W"
"SUWS012965",48,"N",14,"W"
"SUWS012966",45,"N",12,"W"
"SUWS012967",45,"N",12,"W"
"SUWS012968",48,"N",7,"W"
"SUWS012972",47,"N",1,"W"
"SUWS012974",49,"N",12,"W"
"SUWS012975",50,"N",7,"W"
"SUWS012976",51,"N",7,"W"
"SUWS012977",50,"N",7,"W"
"SUWS012978",50,"N",7,"W"
"SUWS012979",51,"N",7,"W"
"SUWS012980",51,"N",7,"W"
"SUWS012981",50,"N",7,"W"
"SUWS012982",50,"N",7,"W"
"SUWS012983",50,"N",7,"W"
"SUWS012984",51,"N",7,"W"
"SUWS012985",47,"N",1,"W"
"SUWS012986",51,"N",6,"W"
"SUWS012987",51,"N",7,"W"
"SUWS012988",47,"N",1,"W"
"SUWS012989",51,"N",6,"W"
"SUWS012990",50,"N",7,"W"
"SUWS012991",51,"N",6,"W"
"SUWS012992",50,"N",7,"W"
"SUWS012993",51,"N",6,"W"
"SUWS012994",51,"N",6,"W"
"SUWS012995",51,"N",6,"W"
"SUWS012996",50,"N",7,"W"
"SUWS012997",47,"N",1,"W"
"SUWS012998",51,"N",6,"W"
"SUWS012999",51,"N",7,"W"
"SUWS013000",50,"N",7,"W"
"SUWS013001",50,"N",7,"W"
"SUWS013002",50,"N",7,"W"
"SUWS013003",47,"N",1,"W"
"SUWS013004",51,"N",7,"W"
"SUWS013005",49,"N",13,"W"
"SUWS013006",51,"N",6,"W"
"SUWS013007",51,"N",6,"W"
"SUWS013008",47,"N",1,"W"
"SUWS013009",47,"N",1,"W"
"SUWS013010",50,"N",7,"W"
"SUWS013011",49,"N",13,"W"
"SUWS013014",47,"N",15,"W"
"SUWS013015",47,"N",15,"W"
"SUWS013016",47,"N",15,"W"
"SUWS013017",47,"N",15,"W"
"SUWS013019",47,"N",15,"W"
"SUWS013020",47,"N",15,"W"
"SUWS013021",47,"N",15,"W"
"SUWS013023",49,"N",13,"W"
"SUWS013024",47,"N",15,"W"
"SUWS013025",49,"N",13,"W"
"SUWS013026",49,"N",13,"W"
"SUWS013027",49,"N",13,"W"
"SUWS013028",49,"N",13,"W"
"SUWS013029",49,"N",13,"W"
"SUWS013030",49,"N",13,"W"
"SUWS013031",49,"N",13,"W"
"SUWS013032",48,"N",13,"W"
"SUWS013033",35,"N",12,"E"
"SUWS013034",49,"N",14,"W"
"SUWS013035",49,"N",14,"W"
"SUWS013037",49,"N",14,"W"
"SUWS013038",49,"N",14,"W"
"SUWS013039",49,"N",14,"W"
"SUWS013040",49,"N",14,"W"
"SUWS013045",47,"N",15,"W"
"SUWS013046",49,"N",13,"W"
"SUWS013047",49,"N",13,"W"
"SUWS013061",44,"N",12,"W"
"SUWS013062",44,"N",12,"W"
"SUWS013064",47,"N",15,"W"
"SUWS013084",47,"N",14,"W"
"SUWS013085",47,"N",14,"W"
"SUWS013086",47,"N",14,"W"
"SUWS013112",49,"N",13,"W"
"SUWS013113",49,"N",13,"W"
"SUWS013114",49,"N",13,"W"
"SUWS013116",49,"N",13,"W"
"SUWS013117",49,"N",13,"W"
"SUWS013118",49,"N",13,"W"
"SUWS013120",49,"N",13,"W"
"SUWS013123",49,"N",13,"W"
"SUWS013124",49,"N",13,"W"
"SUWS013125",49,"N",13,"W"
"SUWS013127",49,"N",13,"W"
"SUWS013128",49,"N",13,"W"
"SUWS013129",49,"N",13,"W"
"SUWS013143",49,"N",14,"W"
"SUWS013145",49,"N",14,"W"
"SUWS013149",47,"N",15,"W"
"SUWS013150",46,"N",15,"W"
"SUWS013151",46,"N",15,"W"
"SUWS013152",46,"N",15,"W"
"SUWS013153",47,"N",15,"W"
"SUWS013154",47,"N",15,"W"
"SUWS013155",49,"N",15,"W"
"SUWS013156",49,"N",13,"W"
"SUWS013157",49,"N",14,"W"
"SUWS013158",47,"N",15,"W"
"SUWS013160",47,"N",15,"W"
"SUWS013161",49,"N",14,"W"
"SUWS013162",49,"N",13,"W"
"SUWS013163",49,"N",14,"W"
"SUWS013164",49,"N",13,"W"
"SUWS013165",49,"N",13,"W"
"SUWS013166",49,"N",13,"W"
"SUWS013167",49,"N",14,"W"
"SUWS013168",49,"N",13,"W"
"SUWS013169",49,"N",14,"W"
"SUWS013170",49,"N",14,"W"
"SUWS013171",49,"N",13,"W"
"SUWS013172",49,"N",13,"W"
"SUWS013173",49,"N",13,"W"
"SUWS013174",49,"N",13,"W"
"SUWS013175",49,"N",13,"W"
"SUWS013176",49,"N",13,"W"
"SUWS013177",49,"N",13,"W"
"SUWS013178",49,"N",13,"W"
"SUWS013179",49,"N",13,"W"
"SUWS013180",49,"N",13,"W"
"SUWS013181",49,"N",13,"W"
"SUWS013182",49,"N",13,"W"
"SUWS013183",49,"N",13,"W"
"SUWS013184",46,"N",15,"W"
"SUWS013186",46,"N",15,"W"
"SUWS013187",46,"N",15,"W"
"SUWS013188",46,"N",15,"W"
"SUWS013189",46,"N",15,"W"
"SUWS013192",47,"N",15,"W"
"SUWS013193",47,"N",15,"W"
"SUWS013194",47,"N",15,"W"
"SUWS013196",47,"N",15,"W"
"SUWS013197",47,"N",15,"W"
"SUWS013198",49,"N",14,"W"
"SUWS013199",47,"N",15,"W"
"SUWS013200b",49,"N",14,"W"
"SUWS013202",47,"N",15,"W"
"SUWS013203",49,"N",14,"W"
"SUWS013204",47,"N",15,"W"
"SUWS013209",49,"N",14,"W"
"SUWS013210",49,"N",13,"W"
"SUWS013211",49,"N",13,"W"
"SUWS013212",49,"N",13,"W"
"SUWS013213",49,"N",13,"W"
"SUWS013214",49,"N",13,"W"
"SUWS013215",49,"N",13,"W"
"SUWS013216",49,"N",13,"W"
"SUWS013217",49,"N",13,"W"
"SUWS013221",49,"N",13,"W"
"SUWS013223",49,"N",13,"W"
"SUWS013224",49,"N",14,"W"
"SUWS013225",49,"N",14,"W"
"SUWS013226",49,"N",13,"W"
"SUWS013228",49,"N",14,"W"
"SUWS013231",49,"N",14,"W"
"SUWS013233",49,"N",14,"W"
"SUWS013236",49,"N",14,"W"
"SUWS013237",49,"N",13,"W"
"SUWS013238",47,"N",15,"W"
"SUWS013239",47,"N",15,"W"
"SUWS013240",47,"N",15,"W"
"SUWS013241",47,"N",15,"W"
"SUWS013242",47,"N",15,"W"
"SUWS013243",47,"N",15,"W"
"SUWS013244",47,"N",15,"W"
"SUWS013245",49,"N",14,"W"
"SUWS013246",49,"N",13,"W"
"SUWS013247",49,"N",14,"W"
"SUWS013248",49,"N",13,"W"
"SUWS013249",49,"N",13,"W"
"SUWS013250",49,"N",13,"W"
"SUWS013251",49,"N",13,"W"
"SUWS013252",49,"N",13,"W"
"SUWS013253",49,"N",13,"W"
"SUWS013254",49,"N",13,"W"
"SUWS013255",49,"N",13,"W"
"SUWS013256",49,"N",13,"W"
"SUWS013257",49,"N",13,"W"
"SUWS013258",49,"N",14,"W"
"SUWS013259",49,"N",14,"W"
"SUWS013260",49,"N",14,"W"
"SUWS013261",47,"N",15,"W"
"SUWS013262",47,"N",15,"W"
"SUWS013263",47,"N",15,"W"
"SUWS013264",47,"N",15,"W"
"SUWS013265",47,"N",15,"W"
"SUWS013266",47,"N",15,"W"
"SUWS013268",47,"N",15,"W"
"SUWS013269",47,"N",15,"W"
"SUWS013270",47,"N",15,"W"
"SUWS013271",47,"N",15,"W"
"SUWS013272",47,"N",15,"W"
"SUWS013273",47,"N",15,"W"
"SUWS013274",47,"N",15,"W"
"SUWS013275",47,"N",15,"W"
"SUWS013276",47,"N",15,"W"
"SUWS013277",47,"N",15,"W"
"SUWS013278",47,"N",15,"W"
"SUWS013279",47,"N",15,"W"
"SUWS013280",49,"N",13,"W"
"SUWS013281",47,"N",15,"W"
"SUWS013282",47,"N",15,"W"
"SUWS013283",47,"N",15,"W"
"SUWS013284",47,"N",15,"W"
"SUWS013285",47,"N",15,"W"
"SUWS013286",47,"N",15,"W"
"SUWS013287",47,"N",15,"W"
"SUWS013288",47,"N",15,"W"
"SUWS013289",47,"N",15,"W"
"SUWS013290",47,"N",15,"W"
"SUWS013291",47,"N",15,"W"
"SUWS013292",47,"N",15,"W"
"SUWS013293",49,"N",13,"W"
"SUWS013294",49,"N",13,"W"
"SUWS013295",49,"N",13,"W"
"SUWS013296",49,"N",13,"W"
"SUWS013298",49,"N",13,"W"
"SUWS013299",49,"N",14,"W"
"SUWS013300",49,"N",14,"W"
"SUWS013302",49,"N",14,"W"
"SUWS013303",47,"N",15,"W"
"SUWS013304",47,"N",15,"W"
"SUWS013305",47,"N",15,"W"
"SUWS013306",47,"N",15,"W"
"SUWS013308",49,"N",13,"W"
"SUWS013309",49,"N",13,"W"
"SUWS013310",49,"N",13,"W"
"SUWS013311",49,"N",13,"W"
"SUWS013313",49,"N",13,"W"
"SUWS013314",49,"N",13,"W"
"SUWS013316",49,"N",14,"W"
"SUWS013318",49,"N",14,"W"
"SUWS013319",49,"N",14,"W"
"SUWS013323",49,"N",14,"W"
"SUWS013324",49,"N",14,"W"
"SUWS013325",49,"N",14,"W"
"SUWS013326",49,"N",14,"W"
"SUWS013327",49,"N",14,"W"
"SUWS013328",49,"N",14,"W"
"SUWS013332",47,"N",15,"W"
"SUWS013337",47,"N",15,"W"
"SUWS013340",49,"N",14,"W"
"SUWS013341",49,"N",14,"W"
"SUWS013345",49,"N",14,"W"
"SUWS013346",49,"N",13,"W"
"SUWS013347",49,"N",14,"W"
"SUWS013350",49,"N",13,"W"
"SUWS013351",49,"N",14,"W"
"SUWS013354",47,"N",15,"W"
"SUWS013355",49,"N",13,"W"
"SUWS013356",49,"N",13,"W"
"SUWS013357",49,"N",13,"W"
"SUWS013358",49,"N",13,"W"
"SUWS013360",49,"N",14,"W"
"SUWS013361",47,"N",15,"W"
"SUWS013363",49,"N",13,"W"
"SUWS013364",49,"N",13,"W"
"SUWS013365",49,"N",13,"W"
"SUWS013366",49,"N",13,"W"
"SUWS013368",49,"N",13,"W"
"SUWS013369",49,"N",13,"W"
"SUWS013370",49,"N",13,"W"
"SUWS013371",49,"N",13,"W"
"SUWS013372",49,"N",13,"W"
"SUWS013373",49,"N",13,"W"
"SUWS013374",49,"N",13,"W"
"SUWS013375",49,"N",13,"W"
"SUWS013376",49,"N",13,"W"
"SUWS013377",49,"N",13,"W"
"SUWS013378",49,"N",13,"W"
"SUWS013379",49,"N",13,"W"
"SUWS013380",49,"N",13,"W"
"SUWS013381",49,"N",13,"W"
"SUWS013382",49,"N",13,"W"
"SUWS013383",49,"N",13,"W"
"SUWS013384",49,"N",13,"W"
"SUWS013385",49,"N",14,"W"
"SUWS013386",49,"N",14,"W"
"SUWS013387",49,"N",14,"W"
"SUWS013388",49,"N",14,"W"
"SUWS013389",49,"N",14,"W"
"SUWS013390",49,"N",14,"W"
"SUWS013391",49,"N",14,"W"
"SUWS013392",49,"N",14,"W"
"SUWS013393",49,"N",14,"W"
"SUWS013394",49,"N",14,"W"
"SUWS013395",46,"N",15,"W"
"SUWS013396",46,"N",15,"W"
"SUWS013397",46,"N",15,"W"
"SUWS013398",46,"N",15,"W"
"SUWS013399",46,"N",15,"W"
"SUWS013400",46,"N",15,"W"
"SUWS013401",46,"N",15,"W"
"SUWS013402",46,"N",15,"W"
"SUWS013404",47,"N",15,"W"
"SUWS013405",47,"N",15,"W"
"SUWS013406",47,"N",15,"W"
"SUWS013407",47,"N",15,"W"
"SUWS013408",47,"N",15,"W"
"SUWS013409",47,"N",15,"W"
"SUWS013412",49,"N",13,"W"
"SUWS013413",49,"N",13,"W"
"SUWS013417",49,"N",13,"W"
"SUWS013421",49,"N",14,"W"
"SUWS013423",47,"N",15,"W"
"SUWS013424",49,"N",14,"W"
"SUWS013427",49,"N",13,"W"
"SUWS013428",49,"N",14,"W"
"SUWS013430",49,"N",13,"W"
"SUWS013431",49,"N",13,"W"
"SUWS013433",49,"N",14,"W"
"SUWS013436",49,"N",14,"W"
"SUWS013441",49,"N",15,"W"
"SUWS013442",49,"N",13,"W"
"SUWS013443",49,"N",15,"W"
"SUWS013444",49,"N",13,"W"
"SUWS013445",49,"N",14,"W"
"SUWS013447",49,"N",14,"W"
"SUWS013448",49,"N",13,"W"
"SUWS013449",49,"N",14,"W"
"SUWS013450",49,"N",14,"W"
"SUWS013451",49,"N",14,"W"
"SUWS013452",49,"N",13,"W"
"SUWS013465",49,"N",14,"W"
"SUWS013543",49,"N",14,"W"
"SUWS013554",49,"N",14,"W"
"SUWS013560",47,"N",13,"W"
"SUWS013561",47,"N",13,"W"
"SUWS013567",47,"N",13,"W"
"SUWS013568",49,"N",14,"W"
"SUWS013569",49,"N",14,"W"
"SUWS013570",49,"N",14,"W"
"SUWS013571",47,"N",13,"W"
"SUWS013573",47,"N",13,"W"
"SUWS013576",49,"N",14,"W"
"SUWS013577",49,"N",14,"W"
"SUWS013578",49,"N",14,"W"
"SUWS013580",47,"N",13,"W"
"SUWS013581",47,"N",13,"W"
"SUWS013756",49,"N",14,"W"
"SUWS013770",49,"N",14,"W"
"SUWS013771",49,"N",14,"W"
"SUWS013772",49,"N",14,"W"
"SUWS013773",49,"N",14,"W"
"SUWS013774",49,"N",14,"W"
"SUWS013775",49,"N",14,"W"
"SUWS013779",47,"N",11,"W"
"SUWS013780",47,"N",11,"W"
"SUWS013781",47,"N",11,"W"
"SUWS013782",47,"N",11,"W"
"SUWS013783",47,"N",11,"W"
"SUWS013784",47,"N",11,"W"
"SUWS013785",47,"N",11,"W"
"SUWS013786",47,"N",11,"W"
"SUWS013788",47,"N",15,"W"
"SUWS013790",47,"N",10,"W"
"SUWS013791",47,"N",10,"W"
"SUWS013792",47,"N",11,"W"
"SUWS013793",47,"N",11,"W"
"SUWS013794",47,"N",11,"W"
"SUWS013796",47,"N",11,"W"
"SUWS013797",47,"N",11,"W"
"SUWS013798",47,"N",11,"W"
"SUWS013800",47,"N",11,"W"
"SUWS013801",47,"N",11,"W"
"SUWS013802",47,"N",11,"W"
"SUWS013804",49,"N",14,"W"
"SUWS013805",49,"N",14,"W"
"SUWS013806",49,"N",14,"W"
"SUWS013807",49,"N",14,"W"
"SUWS013808",49,"N",14,"W"
"SUWS013809",49,"N",14,"W"
"SUWS013810",49,"N",14,"W"
"SUWS013812",49,"N",14,"W"
"SUWS013813",49,"N",14,"W"
"SUWS013814",49,"N",14,"W"
"SUWS013815",49,"N",14,"W"
"SUWS013816",49,"N",14,"W"
"SUWS013820",48,"N",13,"W"
"SUWS013821",49,"N",13,"W"
"SUWS013822",48,"N",13,"W"
"SUWS013824",49,"N",13,"W"
"SUWS013825",49,"N",13,"W"
"SUWS013828",49,"N",14,"W"
"SUWS013829",49,"N",13,"W"
"SUWS013832",49,"N",14,"W"
"SUWS013835",49,"N",14,"W"
"SUWS013838",49,"N",13,"W"
"SUWS013839",49,"N",14,"W"
"SUWS013841",49,"N",14,"W"
"SUWS013843",48,"N",13,"W"
"SUWS013844",48,"N",13,"W"
"SUWS013845",48,"N",13,"W"
"SUWS013846",48,"N",13,"W"
"SUWS013847",48,"N",13,"W"
"SUWS013848",47,"N",15,"W"
"SUWS013849",47,"N",15,"W"
"SUWS013850",47,"N",15,"W"
"SUWS013851",47,"N",15,"W"
"SUWS013852",47,"N",15,"W"
"SUWS013855",46,"N",10,"W"
"SUWS013856",49,"N",10,"W"
"SUWS013857",47,"N",11,"W"
"SUWS013858",47,"N",11,"W"
"SUWS013860",49,"N",13,"W"
"SUWS013861",49,"N",13,"W"
"SUWS013863",49,"N",13,"W"
"SUWS013864",49,"N",13,"W"
"SUWS013868",49,"N",13,"W"
"SUWS013871",49,"N",13,"W"
"SUWS013872",49,"N",13,"W"
"SUWS013873",49,"N",13,"W"
"SUWS013875B",49,"N",14,"W"
"SUWS013876",49,"N",14,"W"
"SUWS013877",49,"N",14,"W"
"SUWS013878",49,"N",13,"W"
"SUWS013879",49,"N",14,"W"
"SUWS013880",49,"N",14,"W"
"SUWS013881",47,"N",15,"W"
"SUWS013882",47,"N",15,"W"
"SUWS013883",47,"N",15,"W"
"SUWS013884",47,"N",15,"W"
"SUWS013885",47,"N",15,"W"
"SUWS013886",47,"N",15,"W"
"SUWS013887",48,"N",15,"W"
"SUWS013889",47,"N",15,"W"
"SUWS013890",49,"N",13,"W"
"SUWS013891",47,"N",15,"W"
"SUWS013892",48,"N",15,"W"
"SUWS013894",47,"N",15,"W"
"SUWS013895",49,"N",13,"W"
"SUWS013902",47,"N",15,"W"
"SUWS013903",47,"N",15,"W"
"SUWS013904",48,"N",14,"W"
"SUWS013905",48,"N",14,"W"
"SUWS013907",47,"N",15,"W"
"SUWS013908",49,"N",14,"W"
"SUWS013909",49,"N",13,"W"
"SUWS013910",49,"N",14,"W"
"SUWS013912",49,"N",13,"W"
"SUWS013914",49,"N",14,"W"
