OBJECTID,TWP,RNG,DIR_ALPHA,Shape_Length,Shape_Area
1196,34,3,W,54923.5323,-188847199.8
1197,34,4,E,54790.98287,-189031248
1198,34,4,W,54714.87179,-187754850.5
1199,34,5,E,54739.95401,-187053657.8
1200,34,5,W,55123.09631,-188780708.2
1201,34,6,E,54852.78623,-187649176.5
1202,34,6,W,55185.9728,-191174563.3
1203,34,7,E,55002.37208,-189694760.9
1204,34,7,W,55004.12255,-190394177.1
1205,34,8,E,55004.48218,-188732562.3
1206,34,8,W,54558.78717,-185364479.3
1207,34,9,E,55701.1184,-192320749
1208,34,9,W,54472.12804,-185659744.5
1209,34,10,E,56219.37131,-197072297.9
1210,34,10,W,54762.09289,-187400410.6
1211,34,11,E,56167.02289,-197963228.9
1212,34,11,W,54856.49839,-187264663.8
1213,34,12,E,54886.31038,-188030031.4
1214,34,12,W,54957.17619,-188812814.3
1215,34,13,E,55001.51927,-188046699.8
1216,34,13,W,54757.68726,-187603962.4
1217,34,14,E,54985.15112,-189034735.1
1218,34,14,W,54831.97264,-187634243.4
1219,34,15,E,54760.23535,-187387814.2
1220,34,15,W,56159.69138,-196768820.9
1221,34,16,E,55416.19167,-192384167.8
1222,34,16,W,54912.88449,-189373575.2
1223,34,17,E,54714.1245,-186712337.6
1224,34,17,W,54601.78196,-187147457
1225,34,18,E,55182.52473,-191065775.4
1226,34,18,W,54857.57526,-187631641
1227,34,19,E,54930.83135,-186945679.8
1228,34,19,W,36485.52365,31234999.65
1229,34,20,E,54474.82385,-185515146.9
1230,34,21,E,50404.80461,117029791.5
1231,34,22,E,15390.94929,-11030937.11
1232,34,23,E,15381.69861,-11550273.62
1233,34,29,E,36046.47874,-75198175.26
1234,34,30,E,50400.89977,-146993058.2
1235,35,1,E,58781.59587,-212412745.2
1236,35,1,W,55510.20862,-194211452.2
1237,35,2,E,55083.36177,-190055621
1238,35,2,W,55456.40625,-191530418.8
1239,35,3,E,55101.07815,-189133746.1
1240,35,3,W,55410.84912,-191212581.1
1241,35,4,E,55413.29592,-191956723.7
1242,35,4,W,55137.52933,-190194138.8
1243,35,5,E,55371.86704,-191190626
1244,35,5,W,55267.86172,-190428083.3
1245,35,6,E,55636.95142,-193185666.6
1246,35,6,W,55431.82383,-192444024.4
1247,35,7,E,55760.32967,-194087678.3
1248,35,7,W,55300.79863,-190550787.7
1249,35,8,E,55244.60831,-190638412.8
1250,35,8,W,54954.67627,-187818691
1251,35,9,E,55662.10127,-192939472.8
1252,35,9,W,54571.23048,-187132776.8
1253,35,10,E,55389.48289,-191243892.4
1254,35,10,W,54802.61089,-187396863.3
1255,35,11,E,55948.41097,-193371602.1
1256,35,11,W,54851.36464,-188283905.4
1257,35,12,E,54895.66082,-187653954.4
1258,35,12,W,55037.36092,-189524599.7
1259,35,13,E,54734.52275,-187088537
1260,35,13,W,54753.59455,-187594705.3
1261,35,14,E,54904.51456,-188246988.3
1262,35,14,W,54929.76906,-188627396.5
1263,35,15,E,54731.31576,-188315524.3
1264,35,15,W,55874.09134,-195328920.9
1265,35,16,E,55316.55006,-190069986.3
1266,35,16,W,54580.0385,-185232281.3
1267,35,17,E,54437.52189,-185093416
1268,35,17,W,54655.63443,-185501986.7
1269,35,18,E,55059.10683,-190027876.4
1270,35,18,W,54858.70716,-189551945.5
1271,35,19,E,54571.27181,-187158058.5
1272,35,19,W,50443.9136,-120561750.6
1273,35,20,E,54550.30367,-184108015.8
1274,35,21,E,54151.61351,-183112865.1
1275,35,22,E,25499.61747,-15215458.62
1276,36,1,E,59194.94286,-217721643.9
1277,36,1,W,55317.29707,-192205810.3
1278,36,2,E,55970.99835,-194620971
1279,36,2,W,54942.23071,-188607827
1280,36,3,E,55795.49619,-195077274.8
1281,36,3,W,54958.95768,-189289737.6
1282,36,4,E,55859.82858,-195177093.6
1283,36,4,W,54891.45429,-188536802.7
1284,36,5,E,56189.4658,-197274346.5
1285,36,5,W,55115.82852,-190260444.9
1286,36,6,E,55947.16486,-195271651.8
1287,36,6,W,55266.39643,-190926008.3
1288,36,7,E,56014.19234,-196434826
1289,36,7,W,54985.63743,-189141727.6
1290,36,8,E,55026.98272,-188356740.3
1291,36,8,W,54509.38632,-185818370.7
1292,36,9,E,56768.79195,-202537082.8
1293,36,9,W,54133.48805,-181890713.7
1294,36,10,E,55539.91748,-188491017.5
1295,36,10,W,54635.27322,-187055443.4
1296,36,11,E,56483.46604,-199394429
1297,36,11,W,54936.1367,-188888406
1298,36,12,E,54892.2223,-190140969.8
1299,36,12,W,54744.3602,-186149571.8
1300,36,13,E,55029.63342,-189088011.7
1301,36,13,W,54690.06261,-187452606.3
1302,36,14,E,55191.86973,-190601894.5
1303,36,14,W,55153.77157,-190326206.2
1304,36,15,E,55071.80181,-189687506.5
1305,36,15,W,56060.07762,-196413095.1
1306,36,16,E,55645.32666,-193638155
1307,36,16,W,54682.68827,-187301604.2
1308,36,17,E,54767.40034,-187136188.1
1309,36,17,W,54577.9937,-185703031.6
1310,36,18,E,55453.3698,-192310818.4
1311,36,18,W,54975.89782,-189107747.9
1312,36,19,E,54381.94723,-184001239.6
1313,36,19,W,55305.74798,-190783524.7
1314,36,20,E,54336.08669,-185685665.1
1315,36,20,W,55119.0657,-184671102
1316,36,21,E,57900.4182,-180528244.6
1317,36,22,E,31131.91205,34487169.75
1318,37,1,E,58820.79323,-213769553.1
1319,37,1,W,55253.1735,-189792078.4
1320,37,2,E,54765.59909,-188464364.4
1321,37,2,W,54946.08526,-188574787.6
1322,37,3,E,54872.2172,-188373108
1323,37,3,W,55268.8562,-191008849.5
1324,37,4,E,54959.92762,-189161203.7
1325,37,4,W,54893.95552,-187682268.3
1326,37,5,E,55626.48232,-193214115.1
1327,37,5,W,55298.47297,-191708449.8
1328,37,6,E,55254.07249,-190668234.4
1329,37,6,W,55331.68682,-191857895.1
1330,37,7,E,55546.33065,-192835471.5
1331,37,7,W,55005.83647,-188356950.5
1332,37,8,E,54747.42517,-186958764
1333,37,8,W,54766.17428,-187016444.7
1334,37,9,E,55738.65821,-192276252
1335,37,9,W,54291.59849,-183975240.5
1336,37,10,E,55541.79844,-195645774.6
1337,37,10,W,54496.43644,-185410640.6
1338,37,11,E,56927.82579,-202857523.2
1339,37,11,W,54784.54765,-187311031.9
1340,37,12,E,54936.00938,-187766144.9
1341,37,12,W,54732.26559,-187318142.3
1342,37,13,E,54911.64127,-188721576.1
1343,37,13,W,54675.07782,-186178610.4
1344,37,14,E,55224.0481,-190590572.3
1345,37,14,W,54795.58884,-187323774
1346,37,15,E,55144.827,-189682556.4
1347,37,15,W,56142.90752,-196382059.2
1348,37,16,E,55711.62849,-194233587.9
1349,37,16,W,54799.8745,-187792116.1
1350,37,17,E,54736.56361,-187255631.9
1351,37,17,W,54706.05664,-187011820.9
1352,37,18,E,55565.44831,-192384592.1
1353,37,18,W,54871.19431,-188281869.9
1354,37,19,E,54296.03919,-184218145.5
1355,37,19,W,55118.23387,-190233656.4
1356,37,20,E,54612.97575,-185874102.9
1357,37,20,W,54847.57499,-167659530.9
1358,37,21,E,56545.28058,-183539719.8
1359,37,22,E,27790.48052,17181668.92
1360,38,1,E,59086.0026,-219760636.5
1361,38,1,W,55438.79197,-192016230.1
1362,38,2,E,55091.63701,-190580040.5
1363,38,2,W,54844.70084,-188077540.4
1364,38,3,E,55398.12073,-189937374.6
1365,38,3,W,55151.06519,-191008884.8
1366,38,4,E,55096.68856,-189181623.1
1367,38,4,W,55128.81662,-191338790.1
1368,38,5,E,55085.86691,-190596170.3
1369,38,5,W,55389.75047,-190900704
1370,38,6,E,54740.03651,-186827256.2
1371,38,6,W,55301.11828,-191452957.8
1372,38,7,E,54931.24718,-188506739.8
1373,38,7,W,55115.58327,-189661291.6
1374,38,8,E,54789.41343,-187140505.1
1375,38,8,W,55653.10142,-193152119.6
1376,38,9,E,55470.30934,-194123084.9
1377,38,9,W,55537.2983,-193798352.8
1378,38,10,E,55425.4976,-192187431.3
1379,38,10,W,55634.63858,-193107639.8
1380,38,11,E,56252.31593,-198207434.8
1381,38,11,W,55882.40912,-194504708.8
1382,38,12,E,54932.03935,-188601117.8
1383,38,12,W,55955.70628,-196776996.2
1384,38,13,E,55255.04547,-190556296.2
1385,38,13,W,56112.11544,-196716607.3
1386,38,14,E,55327.28892,-191132697.4
1387,38,14,W,56056.85477,-195887144.3
1388,38,15,E,55368.66702,-191969435.8
1389,38,15,W,57566.82204,-207197904.2
1390,38,16,E,55900.52577,-195216461.9
1391,38,16,W,56217.87117,-197649663.9
1392,38,17,E,54893.35833,-188454038.7
1393,38,17,W,55348.70297,-190372865.5
1394,38,18,E,55659.11479,-193547823.7
1395,38,18,W,55074.92552,-189740193
1396,38,19,E,53628.32647,-172234141.3
1397,38,19,W,55316.25484,-191632451.4
1398,38,20,E,52664.20958,-144566245.7
1399,38,20,W,36914.60702,-42394578.96
1400,38,21,E,41113.45416,-65806146.29
1401,38,22,E,1476.132229,-86111.87612
1402,39,1,E,57476.66371,-203546590
1403,39,1,W,55803.35314,-194038989.5
1404,39,2,E,52825.0611,-173890228.9
1405,39,2,W,54792.89604,-187338201.4
1406,39,3,E,52882.88387,-174836047.2
1407,39,3,W,54810.67301,-186360303.1
1408,39,4,E,53004.68439,-173887805
1409,39,4,W,55043.18389,-190400778.7
1410,39,5,E,53354.9012,-178676903.2
1411,39,5,W,55254.64933,-190879136.1
1412,39,6,E,53079.84125,-175975073.8
1413,39,6,W,55114.23403,-189396542.8
1414,39,7,E,53423.82634,-178343429.1
1415,39,7,W,54864.52978,-187707084.9
1416,39,8,E,53357.05752,-177199713.5
1417,39,8,W,54930.23957,-187820679
1418,39,9,E,54332.76353,-181604074.7
1419,39,9,W,54937.63358,-189724346.5
1420,39,10,E,54663.6415,-187631054.6
1421,39,10,W,54695.32013,-186161890.8
1422,39,11,E,56312.80588,-191649538.7
1423,39,11,W,55169.65163,-190498820.7
1424,39,12,E,54690.44499,-187502383.8
1425,39,12,W,54638.62596,-185971368.3
1426,39,13,E,55283.25203,-190317676.8
1427,39,13,W,54599.04428,-187826725.2
1428,39,14,E,55329.0228,-191339176.7
1429,39,14,W,54466.85741,-185462752.1
1430,39,15,E,55352.59052,-191009162.2
1431,39,15,W,55697.49178,-193270226.6
1432,39,16,E,55504.45473,-192997290
1433,39,16,W,54807.45305,-187227759.1
1434,39,17,E,54783.49171,-187164013.9
1435,39,17,W,54750.83737,-187753619.1
1436,39,18,E,55705.09286,-194227604
1437,39,18,W,55143.3508,-190029193.6
1438,39,19,E,50296.02739,-110203693.5
1439,39,19,W,55090.05789,-154217562.8
1440,40,1,E,57966.17041,-208496554.6
1441,40,1,W,55951.27618,-197032309.6
1442,40,2,E,54817.13819,-188717916.7
1443,40,2,W,54773.73656,-186631443.3
1444,40,3,E,54642.09051,-185785829
1445,40,3,W,54151.75087,-180622576.7
1446,40,4,E,54305.00718,-185612530
1447,40,4,W,54220.71779,-182544969
1448,40,5,E,54581.45967,-185926968.6
1449,40,5,W,54566.27814,-186772067.4
1450,40,6,E,54176.91282,-183472768.1
1451,40,6,W,54055.86882,-182137798
1452,40,7,E,54455.70465,-185078554.2
1453,40,7,W,54210.13528,-183314975.7
1454,40,8,E,55196.65574,-184895658.5
1455,40,8,W,53905.25074,-181377155.7
1456,40,9,E,54111.83056,-186637079.2
1457,40,9,W,54014.27834,-183633207.7
1458,40,10,E,53903.59857,-179551624.8
1459,40,10,W,53294.79084,-178005525.7
1460,40,11,E,56039.44448,-198027542.6
1461,40,11,W,54650.69322,-184964666.6
1462,40,12,E,55156.65349,-190530092.4
1463,40,12,W,54562.65795,-185483722.7
1464,40,13,E,55621.54655,-193234795.7
1465,40,13,W,54024.64515,-182349835.8
1466,40,14,E,55411.69054,-192004986.1
1467,40,14,W,54189.44402,-183342333.6
1468,40,15,E,55281.58083,-190847259.3
1469,40,15,W,54724.3695,-186408603.6
1470,40,16,E,55724.93443,-193667091.5
1471,40,16,W,53007.84653,-175624222.7
1472,40,17,E,56845.92616,-173157036.7
1473,40,17,W,52970.5231,-175710913.1
1474,40,18,E,52176.67821,-133513093
1475,40,18,W,53410.3638,-125629616.8
1476,40,19,E,34581.12852,-54177755.81
1477,40,19,W,18503.44756,-16016568.2
1478,41,1,E,55519.88396,-192992345.1
1479,41,1,W,55662.85052,-195085900.2
1480,41,2,E,55217.45605,-190161484.7
1481,41,2,W,56002.3391,-195583305.2
1482,41,3,E,55365.30584,-191723626.4
1483,41,3,W,55411.17204,-193597658.8
1484,41,4,E,55598.05221,-192285339.1
1485,41,4,W,56040.78729,-195544431.7
1486,41,5,E,55638.2453,-193506024.1
1487,41,5,W,55956.70436,-194012921.8
1488,41,6,E,55687.35194,-193656003.2
1489,41,6,W,55534.23259,-195037774.1
1490,41,7,E,55549.77838,-193758637.7
1491,41,7,W,55987.40509,-196119846.8
1492,41,8,E,55470.56808,-192338378.7
1493,41,8,W,55899.41735,-195112234.4
1494,41,9,E,55545.99433,-192936742.8
1495,41,9,W,55932.88902,-194753094.5
1496,41,10,E,55525.59407,-191893281.2
1497,41,10,W,55379.15434,-191410773.9
1498,41,11,E,55385.11652,-191581917.5
1499,41,11,W,55849.5514,-194647230.3
1500,41,12,E,55377.97013,-191577675.9
1501,41,12,W,56011.42199,-195868363.1
1502,41,13,E,51522.58886,-143514465.1
1503,41,13,W,55929.89672,-195665362.5
1504,41,14,E,51708.42433,-87657893.05
1505,41,14,W,55672.22947,-194544620.4
1506,41,15,E,50451.37885,-40660459.8
1507,41,15,W,55558.4641,-192970228.5
1508,41,16,E,41271.34795,-48753120.79
1509,41,16,W,60136.16455,-145172267.5
1510,41,17,E,12400.6785,2827096.606
1511,41,17,W,23193.48896,-21393713.42
1512,42,1,E,55609.86983,-192596312.6
1513,42,1,W,55180.75716,-189212076.3
1514,42,2,E,55902.44034,-195995670.3
1515,42,2,W,55377.33529,-190947285
1516,42,3,E,55443.44667,-191101559.5
1517,42,3,W,55373.76204,-191149781.5
1518,42,4,E,55485.12385,-193285747.5
1519,42,4,W,55904.59586,-195273930.1
1520,42,5,E,55493.29611,-192323317.4
1521,42,5,W,55885.67197,-195350516.6
1522,42,6,E,55624.95872,-193230657.6
1523,42,6,W,55865.80826,-192721417.4
1524,42,7,E,55658.48666,-193083288.8
1525,42,7,W,56226.73417,-198584844.1
1526,42,8,E,55597.68082,-192949748.2
1527,42,8,W,55461.39223,-193046504.2
1528,42,9,E,55750.52021,-193956677.4
1529,42,9,W,55659.36807,-193982490.3
1530,42,10,E,55476.75935,-194011385.7
1531,42,10,W,55264.22327,-191851830.3
1532,42,11,E,51237.00068,-161831808.6
1533,42,11,W,55533.23386,-192869819.6
1534,42,12,E,39305.86319,-66386769.3
1535,42,12,W,55899.72661,-194990142
1536,42,13,E,3654.863288,-517631.4961
1537,42,13,W,55889.79244,-195623808.4
1538,42,14,W,55824.39338,-194208022.4
1539,42,15,W,55840.56231,-194648628.2
1540,42,16,W,9269.987111,-5384229.382
1541,43,1,E,55294.46668,-190419387.7
1542,43,1,W,55740.41966,-193826212
1543,43,2,E,55572.27153,-192994180.7
1544,43,2,W,55044.07104,-189167180.2
1545,43,3,E,55372.96107,-190813867.7
1546,43,3,W,55458.37835,-193621051.6
1547,43,4,E,55370.38653,-192705679.2
1548,43,4,W,56101.01894,-195755835
1549,43,5,E,55540.48599,-192621932.7
1550,43,5,W,56039.6107,-196028318.9
1551,43,6,E,55824.80122,-195059579.5
1552,43,6,W,55686.72103,-194267470.1
1553,43,7,E,53627.74262,-183948667.1
1554,43,7,W,55618.97392,-192610734.7
1555,43,8,E,47650.59734,-134640960.3
1556,43,8,W,55509.82203,-192311264.7
1557,43,9,E,40041.61366,-80853977.51
1558,43,9,W,55726.78474,-193372863
1559,43,10,E,31235.9176,-25242114.72
1560,43,10,W,55465.12702,-191549405.9
1561,43,11,W,55618.06296,-192811592.2
1562,43,12,W,55729.47355,-193768883.7
1563,43,13,W,56006.12897,-195532378.5
1564,43,14,W,55697.21188,-195576282.9
1565,43,15,W,56051.16619,-194402916.5
1566,44,1,E,55520.52803,-193191902.8
1567,44,1,W,55712.96934,-194229210.8
1568,44,2,E,55705.41979,-192525661.4
1569,44,2,W,55241.30728,-190781179.9
1570,44,3,E,55007.41299,-192498643.2
1571,44,3,W,55276.06296,-191239691.2
1572,44,4,E,50127.14752,-151281794.1
1573,44,4,W,55569.91051,-193821624.7
1574,44,5,E,42706.76351,-100321342
1575,44,5,W,55378.9436,-191382784.7
1576,44,6,E,35428.43829,-47939634.12
1577,44,6,W,55960.90642,-195563479.8
1578,44,7,E,11077.27051,-3834335.62
1579,44,7,W,55816.31552,-194535033.2
1580,44,8,W,55738.43067,-194573920.7
1581,44,9,W,55576.42754,-192685340.4
1582,44,10,W,55535.93683,-192309055.6
1583,44,11,W,55982.93547,-196104304.6
1584,44,12,W,55554.14357,-193203912.2
1585,44,13,W,56063.98223,-195694739.7
1586,44,14,W,55810.82709,-195317368.9
1587,44,15,W,56105.82004,-194291100.9
1588,45,1,E,55722.95308,-196287616.9
1589,45,1,W,55640.3518,-193360140.1
1590,45,2,E,55677.84432,-191731241.6
1591,45,2,W,55831.89314,-194914113
1592,45,3,E,53118.39857,-71167879.07
1593,45,3,W,55609.58575,-192053488.7
1594,45,4,W,56109.29373,-196235816.5
1595,45,5,W,55833.15485,-195317155.9
1596,45,6,W,55905.63439,-195230373.3
1597,45,7,W,55747.3637,-194318331.2
1598,45,8,W,55750.6163,-193412914.3
1599,45,9,W,55537.05062,-193017972.3
1600,45,10,W,55422.4174,-192795301.1
1601,45,11,W,55738.48747,-193140537.5
1602,45,12,W,55536.73851,-193071541.5
1603,45,13,W,55836.31352,-195034152.1
1604,45,14,W,55862.36828,-194577981.2
1605,45,15,W,56258.34568,-196266118.5
1606,46,1,E,55954.63849,-195401002
1607,46,1,W,55633.74821,-193150127.5
1608,46,2,E,56059.99874,-171349286.6
1609,46,2,W,55957.30351,-196131545.9
1610,46,3,E,12956.85046,-7084575.112
1611,46,3,W,55984.99699,-195526278.8
1612,46,4,W,56341.94811,-198475689.3
1613,46,5,W,56683.8501,-200719773.1
1614,46,6,W,56513.55155,-199164487.2
1615,46,7,W,56194.27049,-197749977.5
1616,46,8,W,55893.72079,-195307262.3
1617,46,9,W,55497.58041,-193253555.1
1618,46,10,W,55163.02167,-189019554.7
1619,46,11,W,55243.71386,-191310777.2
1620,46,12,W,55882.36243,-195072090.1
1621,46,13,W,55476.58242,-192211460.2
1622,46,14,W,55574.92202,-192294731.7
1623,46,15,W,56065.77092,-194109187.3
1624,47,1,E,60924.96281,-94360547.65
1625,47,1,W,55020.79674,-175268666
1626,47,2,E,30686.24827,-13508824.63
1627,47,2,W,55826.48776,-194163734.6
1628,47,3,W,55746.32748,-195480328.4
1629,47,4,W,55748.89701,-194523889.9
1630,47,5,W,55647.88598,-193132883.5
1631,47,6,W,55472.68706,-192517017.1
1632,47,7,W,55692.0074,-195452882.4
1633,47,8,W,55889.28818,-194098935.4
1634,47,9,W,56052.09524,-196950517.9
1635,47,10,W,56124.16359,-196656797.2
1636,47,11,W,56113.51623,-196432674.9
1637,47,12,W,56088.38176,-196728761.1
1638,47,13,W,55856.37323,-194630124.1
1639,47,14,W,56052.94555,-196669532.4
1640,47,15,W,54625.41286,-184591071.2
1641,48,1,W,14572.13508,-11446991.62
1642,48,2,W,51451.8834,-86774981.76
1643,48,3,W,56040.14218,-196617063.6
1644,48,4,W,56000.95776,-194110710.4
1645,48,5,W,56509.06586,-200242065.1
1646,48,6,W,56055.14112,-196841542.1
1647,48,7,W,55681.9181,-192483814.3
1648,48,8,W,55253.62776,-191106244
1649,48,9,W,55845.7629,-194722012.1
1650,48,10,W,56194.03169,-197530488.7
1651,48,11,W,56110.85203,-196688173.8
1652,48,12,W,56511.47939,-200310871.4
1653,48,13,W,56033.34574,-196608512.8
1654,48,14,W,56342.06641,-197951445.5
1655,48,15,W,59645.83277,-165367283.7
1656,49,3,W,55981.566,-195560724.3
1657,49,4,W,55896.17631,-195646032
1658,49,5,W,56120.38532,-197223802.2
1659,49,6,W,55667.40612,-193157698.4
1660,49,7,W,55685.57447,-194381435.3
1661,49,8,W,55295.22226,-190845506.6
1662,49,9,W,56086.31604,-195470950.4
1663,49,10,W,56529.9616,-188268216.2
1664,49,11,W,46928.14531,-132613600.2
1665,49,12,W,47094.56304,-133093670.8
1666,49,13,W,51155.43186,-118770516.2
1667,49,14,W,51584.99464,-165280556.2
1668,49,15,W,19167.30779,-18076677.2
1669,50,2,W,51707.67132,-75863294.59
1670,50,3,W,55569.65795,-190907643.3
1671,50,4,W,56048.79006,-196591880.1
1672,50,5,W,56096.62946,-195987243.2
1673,50,6,W,55721.07415,-194038006.5
1674,50,7,W,56233.02034,-196934952.8
1675,50,8,W,51650.8737,-126313949
1676,50,9,W,28526.96806,-28473828.51
1677,51,1,W,47065.34756,-118033476.6
1678,51,2,W,53240.94659,-175543954.1
1679,51,3,W,54978.06051,-179401924.7
1680,51,4,W,56432.2759,-198647629.9
1681,51,5,W,56396.38346,-198313251.6
1682,51,6,W,41765.03559,-96888947.44
1683,51,7,W,32469.65134,-48203966.34
1684,52,1,E,14230.51518,-11300033.76
1685,52,1,W,60124.51546,-223813775.6
1686,52,2,W,60165.08612,-228874024.9
1687,52,3,W,57004.40252,-203283341.6
1688,52,4,W,55618.70603,-192958463
1689,52,5,W,56425.57766,-139040071.7
1690,53,1,E,33145.08302,-56004164.91
1691,53,1,W,51664.22054,-165634076
1692,53,2,W,51920.15887,-167329253.4
1693,53,3,W,51477.2409,-128511269.4
